"ndex","name","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","form","lbs","kg","lightest","heaveiest","MegaOrPrimal","ft","m","inch","smallest","bigest"
840,"Applin",NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,1.1,0.5,25,1157,NA,"0'08""",0.2,8,30,1172
841,"Flapple",NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,45,1137,NA,"1'00""",0.3,12,105,1097
842,"Appletun",NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,28.7,13,374,808,NA,"1'04""",0.4,16,197,1005
843,"Silicobra",NA,"Ground",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,16.8,7.6,252,930,NA,"7'03""",2.2,87,1084,118
844,"Sandaconda",NA,"Ground",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,144.4,65.5,851,331,NA,"12'06""",3.8,150,1162,40
845,"Cramorant",NA,"Flying","Water",8,FALSE,FALSE,FALSE,NA,NA,NA,39.7,18,442,740,NA,"2'07""",0.8,31,487,715
846,"Arrokuda",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,46,1136,NA,"1'08""",0.5,20,279,923
847,"Barraskewda",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,66.1,30,587,595,NA,"4'03""",1.3,51,766,436
848,"Toxel",NA,"Electric","Poison",8,FALSE,FALSE,FALSE,NA,NA,NA,24.3,11,333,849,NA,"1'04""",0.4,16,198,1004
849,"Toxtricity",NA,"Electric","Poison",8,FALSE,FALSE,FALSE,NA,NA,NA,88.2,40,692,490,NA,"5'03""",1.6,63,914,288
850,"Sizzlipede",NA,"Fire","Bug",8,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,47,1135,NA,"2'04""",0.7,28,432,770
851,"Centiskorch",NA,"Fire","Bug",8,FALSE,FALSE,FALSE,NA,NA,NA,264.6,120,1004,178,NA,"9'10""",3,118,1137,65
852,"Clobbopus",NA,"Fighting",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,8.8,4,152,1030,NA,"2'00""",0.6,24,370,832
853,"Grapploct",NA,"Fighting",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,86,39,673,509,NA,"5'03""",1.6,63,915,287
854,"Sinistea",NA,"Ghost",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,0.4,0.2,8,1174,NA,"0'04""",0.1,4,6,1196
855,"Polteageist",NA,"Ghost",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,0.9,0.4,19,1163,NA,"0'08""",0.2,8,31,1171
856,"Hatenna",NA,"Psychic",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,7.5,3.4,128,1054,NA,"1'04""",0.4,16,199,1003
857,"Hattrem",NA,"Psychic",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,10.6,4.8,170,1012,NA,"2'00""",0.6,24,371,831
858,"Hatterene",NA,"Psychic","Fairy",8,FALSE,FALSE,FALSE,NA,NA,NA,11.2,5.1,183,999,NA,"6'11""",2.1,83,1070,132
859,"Impidimp",NA,"Dark","Fairy",8,FALSE,FALSE,FALSE,NA,NA,NA,12.1,5.5,195,987,NA,"1'04""",0.4,16,200,1002
860,"Morgrem",NA,"Dark","Fairy",8,FALSE,FALSE,FALSE,NA,NA,NA,27.6,12.5,366,816,NA,"2'07""",0.8,31,488,714
861,"Grimmsnarl",NA,"Dark","Fairy",8,FALSE,FALSE,FALSE,NA,NA,NA,134.5,61,834,348,NA,"4'11""",1.5,59,871,331
862,"Obstagoon",NA,"Dark","Normal",8,FALSE,FALSE,FALSE,NA,NA,NA,101.4,46,735,447,NA,"5'03""",1.6,63,916,286
863,"Perrserker",NA,"Steel",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,61.7,28,560,622,NA,"2'07""",0.8,31,489,713
864,"Cursola",NA,"Ghost",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,0.9,0.4,20,1162,NA,"3'03""",1,39,603,599
865,"Sirfetch'd",NA,"Fighting",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,257.9,117,995,187,NA,"2'07""",0.8,31,490,712
866,"Mr. Rime",NA,"Ice","Psychic",8,FALSE,FALSE,FALSE,NA,NA,NA,128.3,58.2,807,375,NA,"4'11""",1.5,59,872,330
867,"Runerigus",NA,"Ground","Ghost",8,FALSE,FALSE,FALSE,NA,NA,NA,146.8,66.6,854,328,NA,"5'03""",1.6,63,917,285
868,"Milcery",NA,"Fairy",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,0.7,0.3,17,1165,NA,"0'08""",0.2,8,32,1170
869,"Alcremie",NA,"Fairy",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,1.1,0.5,26,1156,NA,"1'00""",0.3,12,106,1096
870,"Falinks",NA,"Fighting",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,136.7,62,841,341,NA,"9'10""",3,118,1138,64
871,"Pincurchin",NA,"Electric",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,48,1134,NA,"1'00""",0.3,12,107,1095
872,"Snom",NA,"Ice","Bug",8,FALSE,FALSE,FALSE,NA,NA,NA,8.4,3.8,139,1043,NA,"1'00""",0.3,12,108,1094
873,"Frosmoth",NA,"Ice","Bug",8,FALSE,FALSE,FALSE,NA,NA,NA,92.6,42,711,471,NA,"4'03""",1.3,51,767,435
874,"Stonjourner",NA,"Rock",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,1146.4,520,1156,26,NA,"8'02""",2.5,98,1113,89
875,"Eiscue",NA,"Ice",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,196.2,89,927,255,NA,"4'07""",1.4,55,814,388
876,"Indeedee",NA,"Psychic","Normal",8,FALSE,FALSE,FALSE,NA,NA,NA,61.7,28,561,621,NA,"2'11""",0.9,35,527,675
877,"Morpeko",NA,"Electric","Dark",8,FALSE,FALSE,FALSE,NA,NA,NA,6.6,3,113,1069,NA,"1'00""",0.3,12,109,1093
878,"Cufant",NA,"Steel",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,220.5,100,959,223,NA,"3'11""",1.2,47,714,488
879,"Copperajah",NA,"Steel",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,1433,650,1161,21,NA,"9'10""",3,118,1139,63
880,"Dracozolt",NA,"Electric","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,418.9,190,1061,121,NA,"5'11""",1.8,71,990,212
881,"Arctozolt",NA,"Electric","Ice",8,FALSE,FALSE,FALSE,NA,NA,NA,330.7,150,1035,147,NA,"7'07""",2.3,91,1092,110
882,"Dracovish",NA,"Water","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,474,215,1082,100,NA,"7'07""",2.3,91,1093,109
883,"Arctovish",NA,"Water","Ice",8,FALSE,FALSE,FALSE,NA,NA,NA,385.8,175,1053,129,NA,"6'07""",2,79,1052,150
884,"Duraludon",NA,"Steel","Dragon",8,FALSE,FALSE,FALSE,NA,NA,NA,88.2,40,693,489,NA,"5'11""",1.8,71,991,211
885,"Dreepy",NA,"Dragon","Ghost",8,FALSE,FALSE,FALSE,NA,NA,NA,4.4,2,85,1097,NA,"1'08""",0.5,20,280,922
886,"Drakloak",NA,"Dragon","Ghost",8,FALSE,FALSE,FALSE,NA,NA,NA,24.3,11,334,848,NA,"4'07""",1.4,55,815,387
887,"Dragapult",NA,"Dragon","Ghost",8,FALSE,FALSE,FALSE,NA,NA,NA,110.2,50,754,428,NA,"9'10""",3,118,1140,62
888,"Zacian",NA,"Fairy",NA,8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Hero of Many Battles",242.5,110,984,198,NA,"9'02""",2.8,110,1127,75
888,"Zacian",NA,"Fairy",NA,8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Crowned Sword",782.6,355,1139,43,NA,"9'02""",2.8,110,1128,74
888,"Zacian",NA,"Fairy","Steel",8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Hero of Many Battles",242.5,110,984,198,NA,"9'02""",2.8,110,1127,75
888,"Zacian",NA,"Fairy","Steel",8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Crowned Sword",782.6,355,1139,43,NA,"9'02""",2.8,110,1128,74
889,"Zamazenta",NA,"Fighting",NA,8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Hero of Many Battles",463,210,1078,104,NA,"9'06""",2.9,114,1130,72
889,"Zamazenta",NA,"Fighting",NA,8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Crowned Shield",1730.6,785,1168,14,NA,"9'06""",2.9,114,1131,71
889,"Zamazenta",NA,"Fighting","Steel",8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Hero of Many Battles",463,210,1078,104,NA,"9'06""",2.9,114,1130,72
889,"Zamazenta",NA,"Fighting","Steel",8,TRUE,FALSE,FALSE,"Legendary heroes","duos","Crowned Shield",1730.6,785,1168,14,NA,"9'06""",2.9,114,1131,71
890,"Eternatus",NA,"Poison","Dragon",8,TRUE,FALSE,FALSE,NA,NA,NA,2094.4,950,1178,4,NA,"65'07""",20,787,1200,2
891,"Kubfu",NA,"Fighting",NA,8,TRUE,FALSE,FALSE,NA,NA,NA,26.5,12,355,827,NA,"2'00""",0.6,24,372,830
892,"Urshifu",NA,"Fighting","Dark",8,TRUE,FALSE,FALSE,NA,NA,"Single Strike Style",231.5,105,971,211,NA,"6'03""",1.9,75,1021,181
892,"Urshifu",NA,"Fighting","Dark",8,TRUE,FALSE,FALSE,NA,NA,"Rapid Strike Style",231.5,105,972,210,NA,"6'03""",1.9,75,1022,180
892,"Urshifu",NA,"Fighting","Water",8,TRUE,FALSE,FALSE,NA,NA,"Single Strike Style",231.5,105,971,211,NA,"6'03""",1.9,75,1021,181
892,"Urshifu",NA,"Fighting","Water",8,TRUE,FALSE,FALSE,NA,NA,"Rapid Strike Style",231.5,105,972,210,NA,"6'03""",1.9,75,1022,180
893,"Zarude",NA,"Dark","Grass",8,FALSE,TRUE,FALSE,NA,NA,NA,154.3,70,864,318,NA,"5'11""",1.8,71,992,210
894,"Regieleki",NA,"Electric",NA,8,TRUE,FALSE,FALSE,"Legendary giants","quintets",NA,319.7,145,1029,153,NA,"3'11""",1.2,47,715,487
895,"Regidrago",NA,"Dragon",NA,8,TRUE,FALSE,FALSE,"Legendary giants","quintets",NA,440.9,200,1067,115,NA,"6'11""",2.1,83,1071,131
896,"Glastrier",NA,"Ice",NA,8,TRUE,FALSE,FALSE,NA,NA,NA,1763.7,800,1170,12,NA,"7'03""",2.2,87,1085,117
897,"Spectrier",NA,"Ghost",NA,8,TRUE,FALSE,FALSE,NA,NA,NA,98.1,44.5,726,456,NA,"6'07""",2,79,1053,149
898,"Calyrex",NA,"Psychic","Grass",8,TRUE,FALSE,FALSE,NA,NA,NA,17,7.7,254,928,NA,"3'07""",1.1,43,653,549
898,"Calyrex",NA,"Psychic","Ice",8,TRUE,FALSE,FALSE,NA,NA,NA,17,7.7,254,928,NA,"3'07""",1.1,43,653,549
898,"Calyrex",NA,"Psychic","Ghost",8,TRUE,FALSE,FALSE,NA,NA,NA,17,7.7,254,928,NA,"3'07""",1.1,43,653,549
899,"Wyrdeer",NA,"Normal","Psychic",8,FALSE,FALSE,FALSE,NA,NA,NA,209.7,95.1,946,236,NA,"5'11""",1.8,71,993,209
900,"Kleavor",NA,"Bug","Rock",8,FALSE,FALSE,FALSE,NA,NA,NA,196.2,89,928,254,NA,"5'11""",1.8,71,994,208
901,"Ursaluna",NA,"Ground","Normal",8,FALSE,FALSE,FALSE,NA,NA,NA,639.3,290,1111,71,NA,"7'10""",2.4,94,1102,100
901,"Ursaluna",NA,"Ground","Normal",8,FALSE,FALSE,FALSE,NA,NA,"Bloodmoon",727.5,330,1130,52,NA,"8'10""",2.7,106,1123,79
901,"Ursaluna",NA,"Ground","Normal",8,FALSE,FALSE,FALSE,NA,NA,"Bloodmoon",639.3,290,1111,71,NA,"8'10""",2.7,106,1123,79
901,"Ursaluna",NA,"Ground","Normal",8,FALSE,FALSE,FALSE,NA,NA,"Bloodmoon",727.5,330,1130,52,NA,"7'10""",2.4,94,1102,100
902,"Basculegion",NA,"Water","Ghost",8,FALSE,FALSE,FALSE,NA,NA,NA,242.5,110,985,197,NA,"9'10""",3,118,1141,61
903,"Sneasler",NA,"Fighting","Poison",8,FALSE,FALSE,FALSE,NA,NA,NA,94.8,43,717,465,NA,"4'03""",1.3,51,768,434
904,"Overqwil",NA,"Dark","Poison",8,FALSE,FALSE,FALSE,NA,NA,NA,133.4,60.5,827,355,NA,"8'02""",2.5,98,1114,88
905,"Enamorus",NA,"Fairy","Flying",8,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Incarnate Forme",105.8,48,744,438,NA,"5'03""",1.6,63,918,284
905,"Enamorus",NA,"Fairy","Flying",8,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Therian Forme",105.8,48,744,438,NA,"5'03""",1.6,63,919,283
906,"Sprigatito",NA,"Grass",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,9,4.1,156,1026,NA,"1'04""",0.4,16,201,1001
907,"Floragato",NA,"Grass",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,26.9,12.2,356,826,NA,"2'11""",0.9,35,528,674
908,"Meowscarada",NA,"Grass","Dark",9,FALSE,FALSE,FALSE,NA,NA,NA,68.8,31.2,600,582,NA,"4'11""",1.5,59,873,329
909,"Fuecoco",NA,"Fire",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,21.6,9.8,303,879,NA,"1'04""",0.4,16,202,1000
910,"Crocalor",NA,"Fire",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,67.7,30.7,595,587,NA,"3'03""",1,39,604,598
911,"Skeledirge",NA,"Fire","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,719.8,326.5,1127,55,NA,"5'03""",1.6,63,920,282
912,"Quaxly",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,13.4,6.1,212,970,NA,"1'08""",0.5,20,281,921
913,"Quaxwell",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,47.4,21.5,495,687,NA,"3'11""",1.2,47,716,486
914,"Quaquaval",NA,"Water","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,136.5,61.9,838,344,NA,"5'11""",1.8,71,995,207
915,"Lechonk",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,22.5,10.2,315,867,NA,"1'08""",0.5,20,282,920
916,"Oinkologne",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,264.6,120,1006,176,NA,"3'03""",1,39,605,597
917,"Tarountula",NA,"Bug",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,8.8,4,153,1029,NA,"1'00""",0.3,12,110,1092
918,"Spidops",NA,"Bug",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,36.4,16.5,425,757,NA,"3'03""",1,39,606,596
919,"Nymble",NA,"Bug",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,49,1133,NA,"0'08""",0.2,8,33,1169
920,"Lokix",NA,"Bug","Dark",9,FALSE,FALSE,FALSE,NA,NA,NA,38.6,17.5,435,747,NA,"3'03""",1,39,607,595
921,"Pawmi",NA,"Electric",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,5.5,2.5,104,1078,NA,"1'00""",0.3,12,111,1091
922,"Pawmo",NA,"Electric","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,14.3,6.5,226,956,NA,"1'04""",0.4,16,203,999
923,"Pawmot",NA,"Electric","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,90.4,41,706,476,NA,"2'11""",0.9,35,529,673
924,"Tandemaus",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,4,1.8,73,1109,NA,"1'00""",0.3,12,112,1090
925,"Maushold",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,"Family of Three",5.1,2.3,96,1086,NA,"1'00""",0.3,12,113,1089
925,"Maushold",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,"Family of Four",6.2,2.8,108,1074,NA,"1'00""",0.3,12,113,1089
926,"Fidough",NA,"Fairy",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,24,10.9,327,855,NA,"1'00""",0.3,12,114,1088
927,"Dachsbun",NA,"Fairy",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,32.8,14.9,393,789,NA,"1'08""",0.5,20,283,919
928,"Smoliv",NA,"Grass","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,14.3,6.5,227,955,NA,"1'00""",0.3,12,115,1087
929,"Dolliv",NA,"Grass","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,26.2,11.9,346,836,NA,"2'00""",0.6,24,373,829
930,"Arboliva",NA,"Grass","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,106.3,48.2,745,437,NA,"4'07""",1.4,55,816,386
931,"Squawkabilly",NA,"Normal","Flying",9,FALSE,FALSE,FALSE,NA,NA,NA,5.3,2.4,97,1085,NA,"2'00""",0.6,24,374,828
932,"Nacli",NA,"Rock",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,35.3,16,418,764,NA,"1'04""",0.4,16,204,998
933,"Naclstack",NA,"Rock",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,231.5,105,973,209,NA,"2'00""",0.6,24,375,827
934,"Garganacl",NA,"Rock",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,529.1,240,1096,86,NA,"7'07""",2.3,91,1094,108
935,"Charcadet",NA,"Fire",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,23.1,10.5,323,859,NA,"2'00""",0.6,24,376,826
936,"Armarouge",NA,"Fire","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,187.4,85,917,265,NA,"4'11""",1.5,59,874,328
937,"Ceruledge",NA,"Fire","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,136.7,62,842,340,NA,"5'03""",1.6,63,921,281
938,"Tadbulb",NA,"Electric",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,0.9,0.4,21,1161,NA,"1'00""",0.3,12,116,1086
939,"Bellibolt",NA,"Electric",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,249.1,113,991,191,NA,"3'11""",1.2,47,717,485
940,"Wattrel",NA,"Electric","Flying",9,FALSE,FALSE,FALSE,NA,NA,NA,7.9,3.6,137,1045,NA,"1'04""",0.4,16,205,997
941,"Kilowattrel",NA,"Electric","Flying",9,FALSE,FALSE,FALSE,NA,NA,NA,85.1,38.6,669,513,NA,"4'07""",1.4,55,817,385
942,"Maschiff",NA,"Dark",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,35.3,16,419,763,NA,"1'08""",0.5,20,284,918
943,"Mabosstiff",NA,"Dark",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,134.5,61,835,347,NA,"3'07""",1.1,43,654,548
944,"Shroodle",NA,"Poison","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,1.5,0.7,33,1149,NA,"0'08""",0.2,8,34,1168
945,"Grafaiai",NA,"Poison","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,60,27.2,549,633,NA,"2'04""",0.7,28,433,769
946,"Bramblin",NA,"Grass","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,1.3,0.6,31,1151,NA,"2'00""",0.6,24,377,825
947,"Brambleghast",NA,"Grass","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,13.2,6,211,971,NA,"3'11""",1.2,47,718,484
948,"Toedscool",NA,"Ground","Grass",9,FALSE,FALSE,FALSE,NA,NA,NA,72.8,33,625,557,NA,"2'11""",0.9,35,530,672
949,"Toedscruel",NA,"Ground","Grass",9,FALSE,FALSE,FALSE,NA,NA,NA,127.9,58,804,378,NA,"6'03""",1.9,75,1023,179
950,"Klawf",NA,"Rock",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,174.2,79,889,293,NA,"4'03""",1.3,51,769,433
951,"Capsakid",NA,"Grass",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,6.6,3,114,1068,NA,"1'00""",0.3,12,117,1085
952,"Scovillain",NA,"Grass","Fire",9,FALSE,FALSE,FALSE,NA,NA,NA,33.1,15,403,779,NA,"2'11""",0.9,35,531,671
953,"Rellor",NA,"Bug",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,50,1132,NA,"0'08""",0.2,8,35,1167
954,"Rabsca",NA,"Bug","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,7.7,3.5,134,1048,NA,"1'00""",0.3,12,118,1084
955,"Flittle",NA,"Psychic",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,3.3,1.5,66,1116,NA,"0'08""",0.2,8,36,1166
956,"Espathra",NA,"Psychic",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,198.4,90,932,250,NA,"6'03""",1.9,75,1024,178
957,"Tinkatink",NA,"Fairy","Steel",9,FALSE,FALSE,FALSE,NA,NA,NA,19.6,8.9,286,896,NA,"1'04""",0.4,16,206,996
958,"Tinkatuff",NA,"Fairy","Steel",9,FALSE,FALSE,FALSE,NA,NA,NA,130.3,59.1,811,371,NA,"2'04""",0.7,28,434,768
959,"Tinkaton",NA,"Fairy","Steel",9,FALSE,FALSE,FALSE,NA,NA,NA,248.7,112.8,990,192,NA,"2'04""",0.7,28,435,767
960,"Wiglett",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,4,1.8,74,1108,NA,"3'11""",1.2,47,719,483
961,"Wugtrio",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,11.9,5.4,189,993,NA,"3'11""",1.2,47,720,482
962,"Bombirdier",NA,"Flying","Dark",9,FALSE,FALSE,FALSE,NA,NA,NA,94.6,42.9,715,467,NA,"4'11""",1.5,59,875,327
963,"Finizen",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,132.7,60.2,822,360,NA,"4'03""",1.3,51,770,432
964,"Palafin",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,"Zero Form",132.7,60.2,823,359,NA,"4'03""",1.3,51,771,431
964,"Palafin",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,"Hero Form",214.7,97.4,952,230,NA,"5'11""",1.8,71,996,206
965,"Varoom",NA,"Steel","Poison",9,FALSE,FALSE,FALSE,NA,NA,NA,77.2,35,646,536,NA,"3'03""",1,39,608,594
966,"Revavroom",NA,"Steel","Poison",9,FALSE,FALSE,FALSE,NA,NA,NA,264.6,120,1007,175,NA,"5'11""",1.8,71,997,205
967,"Cyclizar",NA,"Dragon","Normal",9,FALSE,FALSE,FALSE,NA,NA,NA,138.9,63,846,336,NA,"5'03""",1.6,63,922,280
968,"Orthworm",NA,"Steel",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,683.4,310,1120,62,NA,"8'02""",2.5,98,1115,87
969,"Glimmet",NA,"Rock","Poison",9,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,265,917,NA,"2'04""",0.7,28,436,766
970,"Glimmora",NA,"Rock","Poison",9,FALSE,FALSE,FALSE,NA,NA,NA,99.2,45,729,453,NA,"4'11""",1.5,59,876,326
971,"Greavard",NA,"Ghost",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,77.2,35,647,535,NA,"2'00""",0.6,24,378,824
972,"Houndstone",NA,"Ghost",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,33.1,15,404,778,NA,"6'07""",2,79,1054,148
973,"Flamigo",NA,"Flying","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,81.6,37,660,522,NA,"5'03""",1.6,63,923,279
974,"Cetoddle",NA,"Ice",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,99.2,45,730,452,NA,"3'11""",1.2,47,721,481
975,"Cetitan",NA,"Ice",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,1543.2,700,1165,17,NA,"14'09""",4.5,177,1171,31
976,"Veluza",NA,"Water","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,198.4,90,933,249,NA,"8'02""",2.5,98,1116,86
977,"Dondozo",NA,"Water",NA,9,FALSE,FALSE,FALSE,NA,NA,NA,485,220,1088,94,NA,"39'04""",12,472,1198,4
978,"Tatsugiri",NA,"Dragon","Water",9,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,266,916,NA,"1'00""",0.3,12,119,1083
979,"Annihilape",NA,"Fighting","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,123.5,56,794,388,NA,"3'11""",1.2,47,722,480
980,"Clodsire",NA,"Poison","Ground",9,FALSE,FALSE,FALSE,NA,NA,NA,491.6,223,1089,93,NA,"5'11""",1.8,71,998,204
981,"Farigiraf",NA,"Normal","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,352.7,160,1046,136,NA,"10'06""",3.2,126,1145,57
982,"Dudunsparce",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,"Two-Segment Form",86.4,39.2,676,506,NA,"11'10""",3.6,142,1157,45
982,"Dudunsparce",NA,"Normal",NA,9,FALSE,FALSE,FALSE,NA,NA,"Three-Segment Form",104.5,47.4,741,441,NA,"14'09""",4.5,177,1172,30
983,"Kingambit",NA,"Dark","Steel",9,FALSE,FALSE,FALSE,NA,NA,NA,264.6,120,1008,174,NA,"6'07""",2,79,1055,147
984,"Great Tusk",NA,"Ground","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,705.5,320,1124,58,NA,"7'03""",2.2,87,1086,116
985,"Scream Tail",NA,"Fairy","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,267,915,NA,"3'11""",1.2,47,723,479
986,"Brute Bonnet",NA,"Grass","Dark",9,FALSE,FALSE,FALSE,NA,NA,NA,46.3,21,488,694,NA,"3'11""",1.2,47,724,478
987,"Flutter Mane",NA,"Ghost","Fairy",9,FALSE,FALSE,FALSE,NA,NA,NA,8.8,4,154,1028,NA,"4'07""",1.4,55,818,384
988,"Slither Wing",NA,"Bug","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,202.8,92,937,245,NA,"10'06""",3.2,126,1146,56
989,"Sandy Shocks",NA,"Electric","Ground",9,FALSE,FALSE,FALSE,NA,NA,NA,132.3,60,820,362,NA,"7'07""",2.3,91,1095,107
990,"Iron Treads",NA,"Ground","Steel",9,FALSE,FALSE,FALSE,NA,NA,NA,529.1,240,1097,85,NA,"2'11""",0.9,35,532,670
991,"Iron Bundle",NA,"Ice","Water",9,FALSE,FALSE,FALSE,NA,NA,NA,24.3,11,335,847,NA,"2'00""",0.6,24,379,823
992,"Iron Hands",NA,"Fighting","Electric",9,FALSE,FALSE,FALSE,NA,NA,NA,839.3,380.7,1142,40,NA,"5'11""",1.8,71,999,203
993,"Iron Jugulis",NA,"Dark","Flying",9,FALSE,FALSE,FALSE,NA,NA,NA,244.7,111,988,194,NA,"4'03""",1.3,51,772,430
994,"Iron Moth",NA,"Fire","Poison",9,FALSE,FALSE,FALSE,NA,NA,NA,79.4,36,655,527,NA,"3'11""",1.2,47,725,477
995,"Iron Thorns",NA,"Rock","Electric",9,FALSE,FALSE,FALSE,NA,NA,NA,668,303,1115,67,NA,"5'03""",1.6,63,924,278
996,"Frigibax",NA,"Dragon","Ice",9,FALSE,FALSE,FALSE,NA,NA,NA,37.5,17,429,753,NA,"1'08""",0.5,20,285,917
997,"Arctibax",NA,"Dragon","Ice",9,FALSE,FALSE,FALSE,NA,NA,NA,66.1,30,588,594,NA,"2'07""",0.8,31,491,711
