"ndex","name","form","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","Japanese_Kana","Japanese_Hepburn","Japanese_Trademarked","German","French","Spanish","Italian","Korean_Hangul","Korean_Revised","Korean_McCune-Reischauer","Korean_Official","Chinese_Traditional","Chinese_Simplified","Chinese_Pinyin","Chinese_Yale","Chinese_Former_names","Brazilian_Portuguese","Turkish","Russian_Cyrillic","Russian_Romanization","Thai","Thai_RTGS","Hindi_Devanagari","Hindi_Transliteration","Hindi_Romanization"
617,"Accelgor",NA,NA,"Bug",NA,5,FALSE,FALSE,FALSE,NA,NA,"アギルダー","Agirudā","Agilder","Hydragil","Limaspeed",NA,NA,"어지리더","Eojirideo","Ŏjiridŏ","Eojirideo","敏捷蟲","敏捷虫","Mǐnjiéchóng","Máhnjihtchùhng","-",NA,NA,"Акселгор","Akselgor","อกิลดา","Akilada","फ़ुरडीला","Furḍīlā","Foordila"
618,"Stunfisk",NA,"Galarian Form","Ground","Steel",5,FALSE,FALSE,FALSE,NA,NA,"マッギョ","Maggyo","Maggyo","Flunschlik","Limonde",NA,NA,"메더","Medeo","Medŏ","Medeo","泥巴魚","泥巴鱼","Níbāyú","Nàihbāyùh","-",NA,NA,"Станфиск","Stanfisk","มักเกียว","Makkiao","मडली","Maḍlī","Muddly"
618,"Stunfisk",NA,NA,"Ground","Electric",5,FALSE,FALSE,FALSE,NA,NA,"マッギョ","Maggyo","Maggyo","Flunschlik","Limonde",NA,NA,"메더","Medeo","Medŏ","Medeo","泥巴魚","泥巴鱼","Níbāyú","Nàihbāyùh","-",NA,NA,"Станфиск","Stanfisk","มักเกียว","Makkiao","मडली","Maḍlī","Muddly"
619,"Mienfoo",NA,NA,"Fighting",NA,5,FALSE,FALSE,FALSE,NA,NA,"コジョフー","Kojofū","Kojofu","Lin-Fu","Kungfouine",NA,NA,"비조푸","Bijopu","Pijop'u","Bizofu","功夫鼬","功夫鼬","Gōngfuyòu","Gūngfùhyauh","-",NA,NA,"Минфу","Minfu","โคโจฟู","Khochofu","कुंफ़ीज़ल","Kũfīzal","Kunfeasal"
620,"Mienshao",NA,NA,"Fighting",NA,5,FALSE,FALSE,FALSE,NA,NA,"コジョンド","Kojondo","Kojondo","Wie-Shu","Shaofouine",NA,NA,"비조도","Bijodo","Pijodo","Bizodo","師父鼬","师父鼬","Shīfuyòu","Sīfúyauh","-",NA,NA,"Миншао","Minshao","โคโจนโดะ","Khochondo","वीज़्टाइल","Vīzṭāil","Weastyle"
621,"Druddigon",NA,NA,"Dragon",NA,5,FALSE,FALSE,FALSE,NA,NA,"クリムガン","Kurimugan","Crimgan","Shardrago","Drakkarmin",NA,NA,"크리만","Keuriman","K'ŭriman","Criman","赤面龍","赤面龙","Chìmiànlóng","Chekmihnlùhng","-",NA,NA,"Драддигон","Draddigon","คริมแกน","Khrimkaen","क्रिमचेरा","Krimcerā","Crimchera"
622,"Golett",NA,NA,"Ground","Ghost",5,FALSE,FALSE,FALSE,NA,NA,"ゴビット","Gobitto","Gobit","Golbit","Gringolem",NA,NA,"골비람","Golbiram","Kolbiram","Golbiram","泥偶小人","泥偶小人","Ní'ǒuxiǎorén","Nàihngáuhsíuyàhn","-",NA,NA,"Голетт","Golett","โกบิท","Kobit","गोलमिटिल","Golmiṭil","Golmittle"
623,"Golurk",NA,NA,"Ground","Ghost",5,FALSE,FALSE,FALSE,NA,NA,"ゴルーグ","Gorūgu","Goloog","Golgantes","Golemastoc",NA,NA,"골루그","Gollugeu","Kollugŭ","Goloog","泥偶巨人","泥偶巨人","Ní'ǒujùrén","Nàingáuhgeuihyàhn","-",NA,NA,"Голарк","Golark","โกลูก","Koluk","गोलायेंट","Golāyeṇṭ","Goliant"
624,"Pawniard",NA,NA,"Dark","Steel",5,FALSE,FALSE,FALSE,NA,NA,"コマタナ","Komatana","Komatana","Gladiantri","Scalpion",NA,NA,"자망칼","Jamangkal","Chamangk'al","Jamangkal","駒刀小兵","驹刀小兵","Jūdāoxiǎobīng","Kēuidōusíubīng","-",NA,NA,"Поуниард","Pouniard","โคมาทานา","Khomathana","मोराटाना","Morāṭānā","Moratana"
625,"Bisharp",NA,NA,"Dark","Steel",5,FALSE,FALSE,FALSE,NA,NA,"キリキザン","Kirikizan","Kirikizan","Caesurio","Scalproie",NA,NA,"절각참","Jeolgakcham","Chŏlgakch'am","Jeolgakcham","劈斬司令","劈斩司令","Pīzhǎnsīlìng","Pekjáamsīlihng","-",NA,NA,"Бишарп","Bisharp","คิริคิซัน","Khirikhisan","वज़ीरेचॉप","Vazīrecŏp","Wazirechop"
626,"Bouffalant",NA,NA,"Normal",NA,5,FALSE,FALSE,FALSE,NA,NA,"バッフロン","Baffuron","Buffron","Bisofank","Frison",NA,NA,"버프론","Beopeuron","Pŏp'ŭron","Buffron","爆炸頭水牛","爆炸头水牛","Bàozhàtóushuǐniú","Baaujatàuhséuingàuh","爆爆頭水牛 / 爆爆头水牛 Bàobàotóushuǐniú (TW/CN)爆爆頭水牛 Baaubaautàuhséuingàuh (HK)",NA,NA,"Буффалант","Buffalant","บัฟฟรอน","Baffron","घुंगरेलो","Ghuṅgrelo","Ghungrelo"
627,"Rufflet",NA,NA,"Normal","Flying",5,FALSE,FALSE,FALSE,NA,NA,"ワシボン","Washibon","Washibon","Geronimatz","Furaiglon",NA,NA,"수리둥보","Suridungbo","Suridungbo","Suridungbo","毛頭小鷹","毛头小鹰","Máotóuxiǎoyīng","Mòuhtàuhsíuyīng","-",NA,NA,"Раффлет","Rafflet","วาชิบอน","Wachibon","चीलोपी","Cīlopī","Chillopy"
628,"Braviary",NA,"Hisuian Form","Psychic","Flying",5,FALSE,FALSE,FALSE,NA,NA,"ウォーグル","Wōguru","Warrgle","Washakwil","Gueriaigle",NA,NA,"워글","Wogeul","Wŏgŭl","Warrgle","勇士雄鷹","勇士雄鹰","Yǒngshìxióngyīng","Yúhngsihhùhngyīng","勇士鷹 / 勇士鹰 Yǒngshìyīng (TW/CN)勇士鷹 Yúhngsihyīng (HK)",NA,NA,"Бревиари","Breviari","วอร์เกิล","Wokoen","वीरीगल","Vīrīgal","Veereegle"
628,"Braviary",NA,NA,"Normal","Flying",5,FALSE,FALSE,FALSE,NA,NA,"ウォーグル","Wōguru","Warrgle","Washakwil","Gueriaigle",NA,NA,"워글","Wogeul","Wŏgŭl","Warrgle","勇士雄鷹","勇士雄鹰","Yǒngshìxióngyīng","Yúhngsihhùhngyīng","勇士鷹 / 勇士鹰 Yǒngshìyīng (TW/CN)勇士鷹 Yúhngsihyīng (HK)",NA,NA,"Бревиари","Breviari","วอร์เกิล","Wokoen","वीरीगल","Vīrīgal","Veereegle"
629,"Vullaby",NA,NA,"Dark","Flying",5,FALSE,FALSE,FALSE,NA,NA,"バルチャイ","Baruchai","Valchai","Skallyk","Vostourno",NA,NA,"벌차이","Beolchai","Pŏlch'ai","Beolchai","禿鷹丫頭","秃鹰丫头","Tūyīngyātou","Tūkyīng'ātàuh","禿鷹小子 / 秃鹰小子 Tūyīngxiǎozi (TW/CN)禿鷹小子 Tūkyīngsíují (HK)",NA,NA,"Виллаби","Villabi","วัลไจ","Wanchai","वलकिड","Valkiḍ","Vulkid"
630,"Mandibuzz",NA,NA,"Dark","Flying",5,FALSE,FALSE,FALSE,NA,NA,"バルジーナ","Barujīna","Vulgina","Grypheldis","Vaututrice",NA,NA,"버랜지나","Beoraenjina","Pŏraenjina","Beorenjina","禿鷹娜","秃鹰娜","Tūyīngnà","Tūkyīngnàh","-",NA,NA,"Мандибазз","Mandibazz","วัลจีนา","Wanchina","वल्चरीना","Valcarīnā","Vulturina"
631,"Heatmor",NA,NA,"Fire",NA,5,FALSE,FALSE,FALSE,NA,NA,"クイタラン","Kuitaran","Kuitaran","Furnifraß","Aflamanoir",NA,NA,"앤티골","Aentigol","Aent'igol","Antigol","熔蟻獸","熔蚁兽","Róngyǐshòu","Yùhngngáihsau","食蟻爐 / 食蚁炉 Shíyǐlú (TW/CN)食蟻爐 Sihkngáihlòuh (HK)",NA,NA,"Хитмор","Khitmor","คุยทาแรน","Khuitharaen","हीटीखोर","Hīṭīkhor","Heatikhor"
632,"Durant",NA,NA,"Bug","Steel",5,FALSE,FALSE,FALSE,NA,NA,"アイアント","Aianto","Aiant","Fermicula","Fermite",NA,NA,"아이앤트","Aiaenteu","Aiaent'ŭ","Aiant","鐵蟻","铁蚁","Tiěyǐ","Titngáih","-",NA,NA,"Дюрант","Dyurant","ไอแอนท์","Aiaen","चीटायरन","Cīṭāyran","Chitiron"
633,"Deino",NA,NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,"モノズ","Monozu","Monozu","Kapuno","Solochi",NA,NA,"모노두","Monodu","Monodu","Monodoo","單首龍","单首龙","Dānshǒulóng","Dāansáulùhng","-",NA,NA,"Дейно","Deyno","โมโนซึ","Monosue","सिरूनो","Sirūno","Seeruno"
634,"Zweilous",NA,NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,"ジヘッド","Jiheddo","Dihead","Duodino","Diamat",NA,NA,"디헤드","Dihedeu","Tihedŭ","Dihead","雙首暴龍","双首暴龙","Shuāngshǒubàolóng","Sēungsáubouhlùhng","雙頭龍 / 双头龙 Shuāngtóulóng (TW/CN)雙頭龍 Sēungtàuhlùhng (HK)",NA,NA,"Цвайлос","Tsvaylos","จิเฮด","Chihet","ड्रैडोसिर","Ḍraiḍosir","Dradoseer"
635,"Hydreigon",NA,NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,"サザンドラ","Sazandora","Sazandora","Trikephalo","Trioxhydre",NA,NA,"삼삼드래","Samsamdeurae","Samsamdŭrae","Samsamdrae","三首惡龍","三首恶龙","Sānshǒu'èlóng","Sāamsáu'oklùhng","三頭龍 / 三头龙 Sāntóulóng (TW/CN)三頭龍 Sāamtàuhlùhng (HK)",NA,NA,"Хайдрайгон","Khaydraygon","ซาซันดรา","Sasandara","डैट्रिगॉन","Ḍaiṭrigŏn","Datrigon"
636,"Larvesta",NA,NA,"Bug","Fire",5,FALSE,FALSE,FALSE,NA,NA,"メラルバ","Meraruba","Merlarva","Ignivor","Pyronille",NA,NA,"활화르바","Hwalhwareuba","Hwalhwarŭba","Hwalhwaruba","燃燒蟲","燃烧虫","Ránshāochóng","Yìhnsīuchùhng","-",NA,NA,"Ларвеста","Larvesta","เมลาร์วา","Melawa","ज्वालार्वा","Jvālārvā","Jwalarva"
637,"Volcarona",NA,NA,"Bug","Fire",5,FALSE,FALSE,FALSE,NA,NA,"ウルガモス","Urugamosu","Ulgamoth","Ramoth","Pyrax",NA,NA,"불카모스","Bulkamoseu","Pulk'amosŭ","Bulkamos","火神蛾","火神蛾","Huǒshén'é","Fósàhnngòh","火神蟲 / 火神虫 Huǒshénchóng (TW/CN)火神蟲 Fósàhnchùhng (HK)",NA,NA,"Волкарона","Volkarona","อุลกามอธ","Unkamot","वलकैनॉथ","Valkainŏth","Vulcanoth"
638,"Cobalion",NA,NA,"Steel","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets","コバルオン","Kobaruon","Cobalon","Kobalium","Cobaltium",NA,NA,"코바르온","Kobareuon","K'obarŭon","Cobalon","勾帕路翁","勾帕路翁","Gōupàlùwēng","Ngāupaaklouh'yūng","-",NA,NA,"Кобалион","Kobalion","โคบัลออน","Khobanon","कोबेलियन","Kobeliyan","Cobalion"
639,"Terrakion",NA,NA,"Rock","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets","テラキオン","Terakion","Terrakion","Terrakium","Terrakium",NA,NA,"테라키온","Terakion","T'erak'ion","Terrakion","代拉基翁","代拉基翁","Dàilājīwēng","Doihlāaigēiyūng","-",NA,NA,"Терракион","Terrakion","เทราคิออน","Therakhion","टेराकियन","Ṭerākiyan","Terrakion"
640,"Virizion",NA,NA,"Grass","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets","ビリジオン","Birijion","Virizion","Viridium","Viridium",NA,NA,"비리디온","Biridion","Piridion","Virizion","畢力吉翁","毕力吉翁","Bìlìjíwēng","Bātlihkgāt'yūng","-",NA,NA,"Вирижион","Virizhion","วิริซิออน","Wirision","वराइज़ियन","Varāiziyan","Virizion"
641,"Tornadus","Incarnate Forme",NA,"Flying",NA,5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","トルネロス","Torunerosu","Tornelos","Boreos","Boréas",NA,NA,"토네로스","Toneroseu","T'onerosŭ","Tornelos","龍捲雲","龙卷云","Lóngjuǎnyún","Lùhnggyúnwàhn","-",NA,NA,"Торнадус","Tornadus","ทอร์เนลอส","Thonelot","टॉरनैरॉस","Ṭŏrnairŏs","Torneros"
641,"Tornadus","Therian Forme",NA,"Flying",NA,5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","トルネロス","Torunerosu","Tornelos","Boreos","Boréas",NA,NA,"토네로스","Toneroseu","T'onerosŭ","Tornelos","龍捲雲","龙卷云","Lóngjuǎnyún","Lùhnggyúnwàhn","-",NA,NA,"Торнадус","Tornadus","ทอร์เนลอส","Thonelot","टॉरनैरॉस","Ṭŏrnairŏs","Torneros"
642,"Thundurus","Incarnate Forme",NA,"Electric","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","ボルトロス","Borutorosu","Voltolos","Voltolos","Fulguris",NA,NA,"볼트로스","Bolteuroseu","Polt'ŭrosŭ","Voltolos","雷電雲","雷电云","Léidiànyún","Lèuihdihnwàhn","-",NA,NA,"Тандурус","Tandurus","โวลโทลอส","Wontholot","बोल्टोरॉस","Bolṭorŏs","Boltoros"
642,"Thundurus","Therian Forme",NA,"Electric","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","ボルトロス","Borutorosu","Voltolos","Voltolos","Fulguris",NA,NA,"볼트로스","Bolteuroseu","Polt'ŭrosŭ","Voltolos","雷電雲","雷电云","Léidiànyún","Lèuihdihnwàhn","-",NA,NA,"Тандурус","Tandurus","โวลโทลอส","Wontholot","बोल्टोरॉस","Bolṭorŏs","Boltoros"
643,"Reshiram",NA,NA,"Dragon","Fire",5,TRUE,FALSE,FALSE,"Tao trio","trios","レシラム","Reshiramu","Reshiram","Reshiram","Reshiram",NA,NA,"레시라무","Resiramu","Resiramu","Reshiram","萊希拉姆","莱希拉姆","Láixīlāmǔ","Lòihhēilāaimóuh","雷希拉姆 Léixīlāmǔ (TW/CN)雷希拉姆 Lèuihhēilāaimóuh (HK)",NA,NA,"Реширам","Reshiram","เรชิรัม","Rechiram","रेशिरैम","Reśiraim","Reshiram"
644,"Zekrom",NA,NA,"Dragon","Electric",5,TRUE,FALSE,FALSE,"Tao trio","trios","ゼクロム","Zekuromu","Zekrom","Zekrom","Zekrom",NA,NA,"제크로무","Jekeuromu","Chek'ŭromu","Zekrom","捷克羅姆","捷克罗姆","Jiékèluómǔ","Jihthāklòhmóuh","-",NA,NA,"Зекром","Zekrom","เซครอม","Sekrom","ज़ेक्रोम","Zekrom","Zekrom"
645,"Landorus","Incarnate Forme",NA,"Ground","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","ランドロス","Randorosu","Landlos","Demeteros","Démétéros",NA,NA,"랜드로스","Raendeuroseu","Raendŭrosŭ","Landlos","土地雲","土地云","Tǔdìyún","Tóudeihwàhn","-",NA,NA,"Ландорус","Landorus","แลนโดลอส","Laendolot","लैंडोरॉस","Laiṇḍorŏs","Landoros"
645,"Landorus","Therian Forme",NA,"Ground","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","ランドロス","Randorosu","Landlos","Demeteros","Démétéros",NA,NA,"랜드로스","Raendeuroseu","Raendŭrosŭ","Landlos","土地雲","土地云","Tǔdìyún","Tóudeihwàhn","-",NA,NA,"Ландорус","Landorus","แลนโดลอส","Laendolot","लैंडोरॉस","Laiṇḍorŏs","Landoros"
646,"Kyurem","Black Kyurem",NA,"Dragon","Ice",5,TRUE,FALSE,FALSE,"Tao trio","trios","キュレム","Kyuremu","Kyurem","Kyurem","Kyurem",NA,NA,"큐레무","Kyuremu","K'yuremu","Kyurem","酋雷姆","酋雷姆","Qiúléimǔ","Yàuhlèuihmóuh","-",NA,NA,"Курем","Kurem","คิวเรม","Khiorem","क्यूरेम","Kyūrem","Kyurem"
646,"Kyurem","White Kyurem",NA,"Dragon","Ice",5,TRUE,FALSE,FALSE,"Tao trio","trios","キュレム","Kyuremu","Kyurem","Kyurem","Kyurem",NA,NA,"큐레무","Kyuremu","K'yuremu","Kyurem","酋雷姆","酋雷姆","Qiúléimǔ","Yàuhlèuihmóuh","-",NA,NA,"Курем","Kurem","คิวเรม","Khiorem","क्यूरेम","Kyūrem","Kyurem"
646,"Kyurem",NA,NA,"Dragon","Ice",5,TRUE,FALSE,FALSE,"Tao trio","trios","キュレム","Kyuremu","Kyurem","Kyurem","Kyurem",NA,NA,"큐레무","Kyuremu","K'yuremu","Kyurem","酋雷姆","酋雷姆","Qiúléimǔ","Yàuhlèuihmóuh","-",NA,NA,"Курем","Kurem","คิวเรม","Khiorem","क्यूरेम","Kyūrem","Kyurem"
647,"Keldeo","Ordinary Form",NA,"Water","Fighting",5,FALSE,TRUE,FALSE,"Swords of Justice","quartets","ケルディオ","Kerudio","Keldeo","Keldeo","Keldeo",NA,NA,"케르디오","Kereudio","K'erŭdio","Keldeo","凱路迪歐","凯路迪欧","Kǎilùdí'ōu","Hóilouhdihk'āu","-",NA,NA,"Кельдио","Kel'dio","เคลดิโอ","Khledio","केल्डियो","Kelḍiyo","Keldeo"
647,"Keldeo","Resolute Form",NA,"Water","Fighting",5,FALSE,TRUE,FALSE,"Swords of Justice","quartets","ケルディオ","Kerudio","Keldeo","Keldeo","Keldeo",NA,NA,"케르디오","Kereudio","K'erŭdio","Keldeo","凱路迪歐","凯路迪欧","Kǎilùdí'ōu","Hóilouhdihk'āu","-",NA,NA,"Кельдио","Kel'dio","เคลดิโอ","Khledio","केल्डियो","Kelḍiyo","Keldeo"
648,"Meloetta","Aria Forme",NA,"Normal","Psychic",5,FALSE,TRUE,FALSE,NA,NA,"メロエッタ","Meroetta","Meloetta","Meloetta","Meloetta",NA,NA,"메로엣타","Meroetta","Meroëtt'a",NA,"美洛耶塔","美洛耶塔","Měiluòyétǎ","Méihlok'yèhtaap","-",NA,NA,"Мелоэтта","Meloetta","เมโลเอตตา","Meloetta","मेलोएटा","Meloeṭā","Meloetta"
648,"Meloetta","Pirouette Forme",NA,"Normal","Fighting",5,FALSE,TRUE,FALSE,NA,NA,"メロエッタ","Meroetta","Meloetta","Meloetta","Meloetta",NA,NA,"메로엣타","Meroetta","Meroëtt'a",NA,"美洛耶塔","美洛耶塔","Měiluòyétǎ","Méihlok'yèhtaap","-",NA,NA,"Мелоэтта","Meloetta","เมโลเอตตา","Meloetta","मेलोएटा","Meloeṭā","Meloetta"
649,"Genesect",NA,NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,"ゲノセクト","Genosekuto","Genesect","Genesect","Genesect",NA,NA,"게노세크트","Genosekeuteu","Kenosek'ŭt'ŭ",NA,"蓋諾賽克特","盖诺赛克特","Gàinuòsàikètè","Koinohkchoihākdahk","-",NA,NA,"Дженесект","Dzhenesekt","เกโนเซ็กท์","Kenosek","जिनोसेक्ट","Jinosekṭ","Genosect"
649,"Genesect",NA,NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,"ゲノセクト","Genosekuto","Genesect","Genesect","Genesect",NA,NA,"게노세크트","Genosekeuteu","Kenosek'ŭt'ŭ",NA,"蓋諾賽克特","盖诺赛克特","Gàinuòsàikètè","Koinohkchoihākdahk","-",NA,NA,"Дженесект","Dzhenesekt","เกโนเซ็กท์","Kenosek","जिनोसेक्ट","Jinosekṭ","Genosect"
649,"Genesect",NA,NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,"ゲノセクト","Genosekuto","Genesect","Genesect","Genesect",NA,NA,"게노세크트","Genosekeuteu","Kenosek'ŭt'ŭ",NA,"蓋諾賽克特","盖诺赛克特","Gàinuòsàikètè","Koinohkchoihākdahk","-",NA,NA,"Дженесект","Dzhenesekt","เกโนเซ็กท์","Kenosek","जिनोसेक्ट","Jinosekṭ","Genosect"
649,"Genesect",NA,NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,"ゲノセクト","Genosekuto","Genesect","Genesect","Genesect",NA,NA,"게노세크트","Genosekeuteu","Kenosek'ŭt'ŭ",NA,"蓋諾賽克特","盖诺赛克特","Gàinuòsàikètè","Koinohkchoihākdahk","-",NA,NA,"Дженесект","Dzhenesekt","เกโนเซ็กท์","Kenosek","जिनोसेक्ट","Jinosekṭ","Genosect"
649,"Genesect",NA,NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,"ゲノセクト","Genosekuto","Genesect","Genesect","Genesect",NA,NA,"게노세크트","Genosekeuteu","Kenosek'ŭt'ŭ",NA,"蓋諾賽克特","盖诺赛克特","Gàinuòsàikètè","Koinohkchoihākdahk","-",NA,NA,"Дженесект","Dzhenesekt","เกโนเซ็กท์","Kenosek","जिनोसेक्ट","Jinosekṭ","Genosect"
650,"Chespin",NA,NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,"ハリマロン","Harimaron","Harimaron","Igamaro","Marisson",NA,NA,"도치마론","Dochimaron","Toch'imaron","Dochimaron","哈力栗","哈力栗","Hālìlì","Hālihkleuht","哈力馬龍 Hālihkmáhlùhng (HK)",NA,NA,"Чеспин","Chespin","ฮาริมารอน","Harimaron","शाबिडल","Śābiḍal","Shabeedle"
651,"Quilladin",NA,NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,"ハリボーグ","Haribōgu","Hariborg","Igastarnish","Boguérisse",NA,NA,"도치보구","Dochibogu","Toch'ibogu",NA,"胖胖哈力","胖胖哈力","Pàngpànghālì","Buhnbuhnhālihk","肥仔哈力 Fèihjáihālihk (HK)",NA,NA,"Квилладин","Kvilladin","ฮาริบอร์ก","Haribok","डिफ़ेंडल","Ḍifeṇḍal","Defendle"
652,"Chesnaught",NA,NA,"Grass","Fighting",6,FALSE,FALSE,FALSE,NA,NA,"ブリガロン","Burigaron","Brigarron","Brigaron","Blindépique",NA,NA,"브리가론","Beurigaron","Pŭrigaron","Brigarron","布里卡隆","布里卡隆","Bùlǐkǎlóng","Bouléihkālùhng","-",NA,NA,"Чеснот","Chesnot","บริการอน","Borikaron","माशाज़ार","Māśāzār","Mashazaar"
653,"Fennekin",NA,NA,"Fire",NA,6,FALSE,FALSE,FALSE,NA,NA,"フォッコ","Fokko","Fokko","Fynx","Feunnec",NA,NA,"푸호꼬","Puhokko","P'uhokko","Puhoko","火狐狸","火狐狸","Huǒhúlí","Fówùhléi","-",NA,NA,"Феннекин","Fennekin","ฟ็อกโกะ","Fokko","लौमिनी","Lauminī","Laumini"
654,"Braixen",NA,NA,"Fire",NA,6,FALSE,FALSE,FALSE,NA,NA,"テールナー","Tērunā","Tairenar","Rutena","Roussil",NA,NA,"테르나","Tereuna","T'erŭna",NA,"長尾火狐","长尾火狐","Chángwěihuǒhú","Chèuhngméihfówùh","-",NA,NA,"Брейксен","Breyksen","เทลนาร์","Thenna","लौमिटेल","Laumiṭel","Laumitail"
655,"Delphox",NA,NA,"Fire","Psychic",6,FALSE,FALSE,FALSE,NA,NA,"マフォクシー","Mafokushī","Mahoxy","Fennexis","Goupelin",NA,NA,"마폭시","Mapoksi","Map'oksi",NA,"妖火紅狐","妖火红狐","Yāohuǒhónghú","Yíufóhùhngwùh","-",NA,NA,"Делфокс","Delfoks","มาฟ็อกซี","Mafoksi","मैजिलोम्री","Maijilomrī","Magilomree"
656,"Froakie",NA,NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,"ケロマツ","Keromatsu","Keromatsu","Froxy","Grenousse",NA,NA,"개구마르","Gaegumareu","Kaegumarŭ","Gegumaru","呱呱泡蛙","呱呱泡蛙","Guāguāpàowā","Gwāgwāpóuhwā","-",NA,NA,"Фроки","Froki","เคโรมัตซึ","Kheromatsue","फ़्रोटर","Froṭar","Froater"
657,"Frogadier",NA,NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,"ゲコガシラ","Gekogashira","Gekogashira","Amphizel","Croâporal",NA,NA,"개굴반장","Gaegulbanjang","Kaegulbanjang",NA,"呱頭蛙","呱头蛙","Guātóuwā","Gwātàuhwā",NA,NA,NA,"Фрогадир","Frogadir","เกโคกาชิระ","Kekhokachira","फ़्रॉगेडियर","Frŏgeḍiyar","Frogadier"
658,"Greninja",NA,NA,"Water","Dark",6,FALSE,FALSE,FALSE,NA,NA,"ゲッコウガ","Gekkōga","Gekkouga","Quajutsu","Amphinobi",NA,NA,"개굴닌자","Gaegullinja","Kaegullinja",NA,"甲賀忍蛙","甲贺忍蛙","Jiǎhèrěnwā","Gaaphohyánwā","-",NA,NA,"Грениндзя","Grenindzya","เก็คโคกะ","Kekkhoka","ग्रेनिंजा","Greniñjā","Greninja"
659,"Bunnelby",NA,NA,"Normal",NA,6,FALSE,FALSE,FALSE,NA,NA,"ホルビー","Horubī","Horubee","Scoppel","Sapereau",NA,NA,"파르빗","Pareubit","P'arŭbit",NA,"掘掘兔","掘掘兔","Juéjuétù","Gwahtgwahttou","-",NA,NA,"Баннелби","Bannelbi","โฮรุบี","Horubi","डिगिबिट","Ḍigibiṭ","Diggybit"
