"ndex","name","form","MegaOrPrimal","Mega","HP_I","HP_VI","HP_VII","HP_VIII","HP_IX","HP_II-V","Attack_I","Attack_VI","Attack_VII","Attack_VIII","Attack_IX","Attack_II-V","Defense_I","Defense_VI","Defense_VII","Defense_VIII","Defense_IX","Defense_II-V","Speed_I","Speed_VI","Speed_VII","Speed_VIII","Speed_IX","Speed_II-V","Special_I","Special_VI","Special_VII","Special_VIII","Special_IX","Special_II-V","Total_I","Total_VI","Total_VII","Total_VIII","Total_IX","Total_II-V","Average_I","Average_VI","Average_VII","Average_VIII","Average_IX","Average_II-V","SpAttack_I","SpAttack_VI","SpAttack_VII","SpAttack_VIII","SpAttack_IX","SpAttack_II-V","SpDefense_I","SpDefense_VI","SpDefense_VII","SpDefense_VIII","SpDefense_IX","SpDefense_II-V"
652,"Chesnaught",NA,NA,NA,NA,88,88,88,88,NA,NA,107,107,107,107,NA,NA,122,122,122,122,NA,NA,64,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,530,530,530,530,NA,NA,88.33,88.33,88.33,88.33,NA,NA,74,74,74,74,NA,NA,75,75,75,75,NA
653,"Fennekin",NA,NA,NA,NA,40,40,40,40,NA,NA,45,45,45,45,NA,NA,40,40,40,40,NA,NA,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,307,307,307,307,NA,NA,51.17,51.17,51.17,51.17,NA,NA,62,62,62,62,NA,NA,60,60,60,60,NA
654,"Braixen",NA,NA,NA,NA,59,59,59,59,NA,NA,59,59,59,59,NA,NA,58,58,58,58,NA,NA,73,73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,409,409,409,409,NA,NA,68.17,68.17,68.17,68.17,NA,NA,90,90,90,90,NA,NA,70,70,70,70,NA
655,"Delphox",NA,NA,NA,NA,75,75,75,75,NA,NA,69,69,69,69,NA,NA,72,72,72,72,NA,NA,104,104,104,104,NA,NA,NA,NA,NA,NA,NA,NA,534,534,534,534,NA,NA,89,89,89,89,NA,NA,114,114,114,114,NA,NA,100,100,100,100,NA
656,"Froakie",NA,NA,NA,NA,41,41,41,41,NA,NA,56,56,56,56,NA,NA,40,40,40,40,NA,NA,71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,314,314,314,314,NA,NA,52.33,52.33,52.33,52.33,NA,NA,62,62,62,62,NA,NA,44,44,44,44,NA
657,"Frogadier",NA,NA,NA,NA,54,54,54,54,NA,NA,63,63,63,63,NA,NA,52,52,52,52,NA,NA,97,97,97,97,NA,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,NA,NA,67.5,67.5,67.5,67.5,NA,NA,83,83,83,83,NA,NA,56,56,56,56,NA
658,"Greninja",NA,NA,NA,NA,72,72,72,72,NA,NA,95,95,95,95,NA,NA,67,67,67,67,NA,NA,122,122,122,122,NA,NA,NA,NA,NA,NA,NA,NA,530,530,530,530,NA,NA,88.33,88.33,88.33,88.33,NA,NA,103,103,103,103,NA,NA,71,71,71,71,NA
659,"Bunnelby",NA,NA,NA,NA,38,38,38,38,NA,NA,36,36,36,36,NA,NA,38,38,38,38,NA,NA,57,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,237,237,237,237,NA,NA,39.5,39.5,39.5,39.5,NA,NA,32,32,32,32,NA,NA,36,36,36,36,NA
660,"Diggersby",NA,NA,NA,NA,85,85,85,85,NA,NA,56,56,56,56,NA,NA,77,77,77,77,NA,NA,78,78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,423,423,423,423,NA,NA,70.5,70.5,70.5,70.5,NA,NA,50,50,50,50,NA,NA,77,77,77,77,NA
661,"Fletchling",NA,NA,NA,NA,45,45,45,45,NA,NA,50,50,50,50,NA,NA,43,43,43,43,NA,NA,62,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,278,278,278,278,NA,NA,46.33,46.33,46.33,46.33,NA,NA,40,40,40,40,NA,NA,38,38,38,38,NA
662,"Fletchinder",NA,NA,NA,NA,62,62,62,62,NA,NA,73,73,73,73,NA,NA,55,55,55,55,NA,NA,84,84,84,84,NA,NA,NA,NA,NA,NA,NA,NA,382,382,382,382,NA,NA,63.67,63.67,63.67,63.67,NA,NA,56,56,56,56,NA,NA,52,52,52,52,NA
663,"Talonflame",NA,NA,NA,NA,78,78,78,78,NA,NA,81,81,81,81,NA,NA,71,71,71,71,NA,NA,126,126,126,126,NA,NA,NA,NA,NA,NA,NA,NA,499,499,499,499,NA,NA,83.17,83.17,83.17,83.17,NA,NA,74,74,74,74,NA,NA,69,69,69,69,NA
664,"Scatterbug",NA,NA,NA,NA,38,38,38,38,NA,NA,35,35,35,35,NA,NA,40,40,40,40,NA,NA,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,200,200,200,200,NA,NA,33.33,33.33,33.33,33.33,NA,NA,27,27,27,27,NA,NA,25,25,25,25,NA
665,"Spewpa",NA,NA,NA,NA,45,45,45,45,NA,NA,22,22,22,22,NA,NA,60,60,60,60,NA,NA,29,29,29,29,NA,NA,NA,NA,NA,NA,NA,NA,213,213,213,213,NA,NA,35.5,35.5,35.5,35.5,NA,NA,27,27,27,27,NA,NA,30,30,30,30,NA
666,"Vivillon",NA,NA,NA,NA,80,80,80,80,NA,NA,52,52,52,52,NA,NA,50,50,50,50,NA,NA,89,89,89,89,NA,NA,NA,NA,NA,NA,NA,NA,411,411,411,411,NA,NA,68.5,68.5,68.5,68.5,NA,NA,90,90,90,90,NA,NA,50,50,50,50,NA
667,"Litleo",NA,NA,NA,NA,62,62,62,62,NA,NA,50,50,50,50,NA,NA,58,58,58,58,NA,NA,72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,369,369,369,369,NA,NA,61.5,61.5,61.5,61.5,NA,NA,73,73,73,73,NA,NA,54,54,54,54,NA
668,"Pyroar",NA,NA,NA,NA,86,86,86,86,NA,NA,68,68,68,68,NA,NA,72,72,72,72,NA,NA,106,106,106,106,NA,NA,NA,NA,NA,NA,NA,NA,507,507,507,507,NA,NA,84.5,84.5,84.5,84.5,NA,NA,109,109,109,109,NA,NA,66,66,66,66,NA
669,"Flabébé",NA,NA,NA,NA,44,44,44,44,NA,NA,38,38,38,38,NA,NA,39,39,39,39,NA,NA,42,42,42,42,NA,NA,NA,NA,NA,NA,NA,NA,303,303,303,303,NA,NA,50.5,50.5,50.5,50.5,NA,NA,61,61,61,61,NA,NA,79,79,79,79,NA
670,"Floette",NA,NA,NA,NA,54,54,54,54,NA,NA,45,45,45,45,NA,NA,47,47,47,47,NA,NA,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,371,371,371,371,NA,NA,61.83,61.83,61.83,61.83,NA,NA,75,75,75,75,NA,NA,98,98,98,98,NA
671,"Florges",NA,NA,NA,NA,78,78,78,78,NA,NA,65,65,65,65,NA,NA,68,68,68,68,NA,NA,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,552,552,552,552,NA,NA,92,92,92,92,NA,NA,112,112,112,112,NA,NA,154,154,154,154,NA
672,"Skiddo",NA,NA,NA,NA,66,66,66,66,NA,NA,65,65,65,65,NA,NA,48,48,48,48,NA,NA,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,350,350,350,350,NA,NA,58.33,58.33,58.33,58.33,NA,NA,62,62,62,62,NA,NA,57,57,57,57,NA
673,"Gogoat",NA,NA,NA,NA,123,123,123,123,NA,NA,100,100,100,100,NA,NA,62,62,62,62,NA,NA,68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,531,531,531,531,NA,NA,88.5,88.5,88.5,88.5,NA,NA,97,97,97,97,NA,NA,81,81,81,81,NA
674,"Pancham",NA,NA,NA,NA,67,67,67,67,NA,NA,82,82,82,82,NA,NA,62,62,62,62,NA,NA,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,NA,348,348,348,348,NA,NA,58,58,58,58,NA,NA,46,46,46,46,NA,NA,48,48,48,48,NA
675,"Pangoro",NA,NA,NA,NA,95,95,95,95,NA,NA,124,124,124,124,NA,NA,78,78,78,78,NA,NA,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,495,495,495,495,NA,NA,82.5,82.5,82.5,82.5,NA,NA,69,69,69,69,NA,NA,71,71,71,71,NA
676,"Furfrou",NA,NA,NA,NA,75,75,75,75,NA,NA,80,80,80,80,NA,NA,60,60,60,60,NA,NA,102,102,102,102,NA,NA,NA,NA,NA,NA,NA,NA,472,472,472,472,NA,NA,78.67,78.67,78.67,78.67,NA,NA,65,65,65,65,NA,NA,90,90,90,90,NA
677,"Espurr",NA,NA,NA,NA,62,62,62,62,NA,NA,48,48,48,48,NA,NA,54,54,54,54,NA,NA,68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,355,355,355,355,NA,NA,59.17,59.17,59.17,59.17,NA,NA,63,63,63,63,NA,NA,60,60,60,60,NA
678,"Meowstic",NA,NA,NA,NA,74,74,74,74,NA,NA,48,48,48,48,NA,NA,76,76,76,76,NA,NA,104,104,104,104,NA,NA,NA,NA,NA,NA,NA,NA,466,466,466,466,NA,NA,77.67,77.67,77.67,77.67,NA,NA,83,83,83,83,NA,NA,81,81,81,81,NA
679,"Honedge",NA,NA,NA,NA,45,45,45,45,NA,NA,80,80,80,80,NA,NA,100,100,100,100,NA,NA,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,325,325,325,325,NA,NA,54.17,54.17,54.17,54.17,NA,NA,35,35,35,35,NA,NA,37,37,37,37,NA
680,"Doublade",NA,NA,NA,NA,59,59,59,59,NA,NA,110,110,110,110,NA,NA,150,150,150,150,NA,NA,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,448,448,448,448,NA,NA,74.67,74.67,74.67,74.67,NA,NA,45,45,45,45,NA,NA,49,49,49,49,NA
681,"Aegislash","Shield Forme",NA,NA,NA,60,60,60,60,NA,NA,50,50,50,50,NA,NA,150,150,140,140,NA,NA,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,520,520,500,500,NA,NA,86.67,86.67,83.33,83.33,NA,NA,50,50,50,50,NA,NA,150,150,140,140,NA
681,"Aegislash","Blade Forme",NA,NA,NA,60,60,60,60,NA,NA,150,150,140,140,NA,NA,50,50,50,50,NA,NA,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,520,520,500,500,NA,NA,86.67,86.67,83.33,83.33,NA,NA,150,150,140,140,NA,NA,50,50,50,50,NA
682,"Spritzee",NA,NA,NA,NA,78,78,78,78,NA,NA,52,52,52,52,NA,NA,60,60,60,60,NA,NA,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA,341,341,341,341,NA,NA,56.83,56.83,56.83,56.83,NA,NA,63,63,63,63,NA,NA,65,65,65,65,NA
683,"Aromatisse",NA,NA,NA,NA,101,101,101,101,NA,NA,72,72,72,72,NA,NA,72,72,72,72,NA,NA,29,29,29,29,NA,NA,NA,NA,NA,NA,NA,NA,462,462,462,462,NA,NA,77,77,77,77,NA,NA,99,99,99,99,NA,NA,89,89,89,89,NA
684,"Swirlix",NA,NA,NA,NA,62,62,62,62,NA,NA,48,48,48,48,NA,NA,66,66,66,66,NA,NA,49,49,49,49,NA,NA,NA,NA,NA,NA,NA,NA,341,341,341,341,NA,NA,56.83,56.83,56.83,56.83,NA,NA,59,59,59,59,NA,NA,57,57,57,57,NA
685,"Slurpuff",NA,NA,NA,NA,82,82,82,82,NA,NA,80,80,80,80,NA,NA,86,86,86,86,NA,NA,72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,480,480,480,480,NA,NA,80,80,80,80,NA,NA,85,85,85,85,NA,NA,75,75,75,75,NA
686,"Inkay",NA,NA,NA,NA,53,53,53,53,NA,NA,54,54,54,54,NA,NA,53,53,53,53,NA,NA,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA,288,288,288,288,NA,NA,48,48,48,48,NA,NA,37,37,37,37,NA,NA,46,46,46,46,NA
687,"Malamar",NA,NA,NA,NA,86,86,86,86,NA,NA,92,92,92,92,NA,NA,88,88,88,88,NA,NA,73,73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,482,482,482,482,NA,NA,80.33,80.33,80.33,80.33,NA,NA,68,68,68,68,NA,NA,75,75,75,75,NA
688,"Binacle",NA,NA,NA,NA,42,42,42,42,NA,NA,52,52,52,52,NA,NA,67,67,67,67,NA,NA,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,306,306,306,306,NA,NA,51,51,51,51,NA,NA,39,39,39,39,NA,NA,56,56,56,56,NA
689,"Barbaracle",NA,NA,NA,NA,72,72,72,72,NA,NA,105,105,105,105,NA,NA,115,115,115,115,NA,NA,68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,NA,NA,83.33,83.33,83.33,83.33,NA,NA,54,54,54,54,NA,NA,86,86,86,86,NA
690,"Skrelp",NA,NA,NA,NA,50,50,50,50,NA,NA,60,60,60,60,NA,NA,60,60,60,60,NA,NA,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,320,320,320,320,NA,NA,53.33,53.33,53.33,53.33,NA,NA,60,60,60,60,NA,NA,60,60,60,60,NA
691,"Dragalge",NA,NA,NA,NA,65,65,65,65,NA,NA,75,75,75,75,NA,NA,90,90,90,90,NA,NA,44,44,44,44,NA,NA,NA,NA,NA,NA,NA,NA,494,494,494,494,NA,NA,82.33,82.33,82.33,82.33,NA,NA,97,97,97,97,NA,NA,123,123,123,123,NA
692,"Clauncher",NA,NA,NA,NA,50,50,50,50,NA,NA,53,53,53,53,NA,NA,62,62,62,62,NA,NA,44,44,44,44,NA,NA,NA,NA,NA,NA,NA,NA,330,330,330,330,NA,NA,55,55,55,55,NA,NA,58,58,58,58,NA,NA,63,63,63,63,NA
693,"Clawitzer",NA,NA,NA,NA,71,71,71,71,NA,NA,73,73,73,73,NA,NA,88,88,88,88,NA,NA,59,59,59,59,NA,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,NA,NA,83.33,83.33,83.33,83.33,NA,NA,120,120,120,120,NA,NA,89,89,89,89,NA
694,"Helioptile",NA,NA,NA,NA,44,44,44,44,NA,NA,38,38,38,38,NA,NA,33,33,33,33,NA,NA,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,289,289,289,289,NA,NA,48.17,48.17,48.17,48.17,NA,NA,61,61,61,61,NA,NA,43,43,43,43,NA
695,"Heliolisk",NA,NA,NA,NA,62,62,62,62,NA,NA,55,55,55,55,NA,NA,52,52,52,52,NA,NA,109,109,109,109,NA,NA,NA,NA,NA,NA,NA,NA,481,481,481,481,NA,NA,80.17,80.17,80.17,80.17,NA,NA,109,109,109,109,NA,NA,94,94,94,94,NA
696,"Tyrunt",NA,NA,NA,NA,58,58,58,58,NA,NA,89,89,89,89,NA,NA,77,77,77,77,NA,NA,48,48,48,48,NA,NA,NA,NA,NA,NA,NA,NA,362,362,362,362,NA,NA,60.33,60.33,60.33,60.33,NA,NA,45,45,45,45,NA,NA,45,45,45,45,NA
697,"Tyrantrum",NA,NA,NA,NA,82,82,82,82,NA,NA,121,121,121,121,NA,NA,119,119,119,119,NA,NA,71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,521,521,521,521,NA,NA,86.83,86.83,86.83,86.83,NA,NA,69,69,69,69,NA,NA,59,59,59,59,NA
698,"Amaura",NA,NA,NA,NA,77,77,77,77,NA,NA,59,59,59,59,NA,NA,50,50,50,50,NA,NA,46,46,46,46,NA,NA,NA,NA,NA,NA,NA,NA,362,362,362,362,NA,NA,60.33,60.33,60.33,60.33,NA,NA,67,67,67,67,NA,NA,63,63,63,63,NA
699,"Aurorus",NA,NA,NA,NA,123,123,123,123,NA,NA,77,77,77,77,NA,NA,72,72,72,72,NA,NA,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,521,521,521,521,NA,NA,86.83,86.83,86.83,86.83,NA,NA,99,99,99,99,NA,NA,92,92,92,92,NA
700,"Sylveon",NA,NA,NA,NA,95,95,95,95,NA,NA,65,65,65,65,NA,NA,65,65,65,65,NA,NA,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,525,525,525,525,NA,NA,87.5,87.5,87.5,87.5,NA,NA,110,110,110,110,NA,NA,130,130,130,130,NA
701,"Hawlucha",NA,NA,NA,NA,78,78,78,78,NA,NA,92,92,92,92,NA,NA,75,75,75,75,NA,NA,118,118,118,118,NA,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,NA,NA,83.33,83.33,83.33,83.33,NA,NA,74,74,74,74,NA,NA,63,63,63,63,NA
702,"Dedenne",NA,NA,NA,NA,67,67,67,67,NA,NA,58,58,58,58,NA,NA,57,57,57,57,NA,NA,101,101,101,101,NA,NA,NA,NA,NA,NA,NA,NA,431,431,431,431,NA,NA,71.83,71.83,71.83,71.83,NA,NA,81,81,81,81,NA,NA,67,67,67,67,NA
703,"Carbink",NA,NA,NA,NA,50,50,50,50,NA,NA,50,50,50,50,NA,NA,150,150,150,150,NA,NA,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,NA,NA,83.33,83.33,83.33,83.33,NA,NA,50,50,50,50,NA,NA,150,150,150,150,NA
704,"Goomy",NA,NA,NA,NA,45,45,45,45,NA,NA,50,50,50,50,NA,NA,35,35,35,35,NA,NA,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,300,300,300,300,NA,NA,50,50,50,50,NA,NA,55,55,55,55,NA,NA,75,75,75,75,NA
705,"Sliggoo",NA,NA,NA,NA,68,68,68,68,NA,NA,75,75,75,75,NA,NA,53,53,53,53,NA,NA,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,452,452,452,452,NA,NA,75.33,75.33,75.33,75.33,NA,NA,83,83,83,83,NA,NA,113,113,113,113,NA
706,"Goodra",NA,NA,NA,NA,90,90,90,90,NA,NA,100,100,100,100,NA,NA,70,70,70,70,NA,NA,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,110,110,110,110,NA,NA,150,150,150,150,NA
707,"Klefki",NA,NA,NA,NA,57,57,57,57,NA,NA,80,80,80,80,NA,NA,91,91,91,91,NA,NA,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,470,470,470,470,NA,NA,78.33,78.33,78.33,78.33,NA,NA,80,80,80,80,NA,NA,87,87,87,87,NA
708,"Phantump",NA,NA,NA,NA,43,43,43,43,NA,NA,70,70,70,70,NA,NA,48,48,48,48,NA,NA,38,38,38,38,NA,NA,NA,NA,NA,NA,NA,NA,309,309,309,309,NA,NA,51.5,51.5,51.5,51.5,NA,NA,50,50,50,50,NA,NA,60,60,60,60,NA
709,"Trevenant",NA,NA,NA,NA,85,85,85,85,NA,NA,110,110,110,110,NA,NA,76,76,76,76,NA,NA,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,474,474,474,474,NA,NA,79,79,79,79,NA,NA,65,65,65,65,NA,NA,82,82,82,82,NA
710,"Pumpkaboo","Small Size",NA,NA,NA,44,44,44,44,NA,NA,66,66,66,66,NA,NA,70,70,70,70,NA,NA,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,335,335,335,335,NA,NA,55.83,55.83,55.83,55.83,NA,NA,44,44,44,44,NA,NA,55,55,55,55,NA
710,"Pumpkaboo","Average Size",NA,NA,NA,49,49,49,49,NA,NA,66,66,66,66,NA,NA,70,70,70,70,NA,NA,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,335,335,335,335,NA,NA,55.83,55.83,55.83,55.83,NA,NA,44,44,44,44,NA,NA,55,55,55,55,NA
710,"Pumpkaboo","Large Size",NA,NA,NA,54,54,54,54,NA,NA,66,66,66,66,NA,NA,70,70,70,70,NA,NA,46,46,46,46,NA,NA,NA,NA,NA,NA,NA,NA,335,335,335,335,NA,NA,55.83,55.83,55.83,55.83,NA,NA,44,44,44,44,NA,NA,55,55,55,55,NA
710,"Pumpkaboo","Super Size",NA,NA,NA,59,59,59,59,NA,NA,66,66,66,66,NA,NA,70,70,70,70,NA,NA,41,41,41,41,NA,NA,NA,NA,NA,NA,NA,NA,335,335,335,335,NA,NA,55.83,55.83,55.83,55.83,NA,NA,44,44,44,44,NA,NA,55,55,55,55,NA
711,"Gourgeist","Small Size",NA,NA,NA,55,55,55,55,NA,NA,85,85,85,85,NA,NA,122,122,122,122,NA,NA,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,494,494,494,494,NA,NA,82.33,82.33,82.33,82.33,NA,NA,58,58,58,58,NA,NA,75,75,75,75,NA
711,"Gourgeist","Average Size",NA,NA,NA,65,65,65,65,NA,NA,90,90,90,90,NA,NA,122,122,122,122,NA,NA,84,84,84,84,NA,NA,NA,NA,NA,NA,NA,NA,494,494,494,494,NA,NA,82.33,82.33,82.33,82.33,NA,NA,58,58,58,58,NA,NA,75,75,75,75,NA
711,"Gourgeist","Large Size",NA,NA,NA,75,75,75,75,NA,NA,95,95,95,95,NA,NA,122,122,122,122,NA,NA,69,69,69,69,NA,NA,NA,NA,NA,NA,NA,NA,494,494,494,494,NA,NA,82.33,82.33,82.33,82.33,NA,NA,58,58,58,58,NA,NA,75,75,75,75,NA
711,"Gourgeist","Super Size",NA,NA,NA,85,85,85,85,NA,NA,100,100,100,100,NA,NA,122,122,122,122,NA,NA,54,54,54,54,NA,NA,NA,NA,NA,NA,NA,NA,494,494,494,494,NA,NA,82.33,82.33,82.33,82.33,NA,NA,58,58,58,58,NA,NA,75,75,75,75,NA
712,"Bergmite",NA,NA,NA,NA,55,55,55,55,NA,NA,69,69,69,69,NA,NA,85,85,85,85,NA,NA,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,304,304,304,304,NA,NA,50.67,50.67,50.67,50.67,NA,NA,32,32,32,32,NA,NA,35,35,35,35,NA
713,"Avalugg",NA,NA,NA,NA,95,95,95,95,NA,NA,117,117,117,117,NA,NA,184,184,184,184,NA,NA,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,514,514,514,514,NA,NA,85.67,85.67,85.67,85.67,NA,NA,44,44,44,44,NA,NA,46,46,46,46,NA
714,"Noibat",NA,NA,NA,NA,40,40,40,40,NA,NA,30,30,30,30,NA,NA,35,35,35,35,NA,NA,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,245,245,245,245,NA,NA,40.83,40.83,40.83,40.83,NA,NA,45,45,45,45,NA,NA,40,40,40,40,NA
715,"Noivern",NA,NA,NA,NA,85,85,85,85,NA,NA,70,70,70,70,NA,NA,80,80,80,80,NA,NA,123,123,123,123,NA,NA,NA,NA,NA,NA,NA,NA,535,535,535,535,NA,NA,89.17,89.17,89.17,89.17,NA,NA,97,97,97,97,NA,NA,80,80,80,80,NA
716,"Xerneas",NA,NA,NA,NA,126,126,126,126,NA,NA,131,131,131,131,NA,NA,95,95,95,95,NA,NA,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,680,NA,NA,113.33,113.33,113.33,113.33,NA,NA,131,131,131,131,NA,NA,98,98,98,98,NA
717,"Yveltal",NA,NA,NA,NA,126,126,126,126,NA,NA,131,131,131,131,NA,NA,95,95,95,95,NA,NA,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,680,NA,NA,113.33,113.33,113.33,113.33,NA,NA,131,131,131,131,NA,NA,98,98,98,98,NA
718,"Zygarde",NA,NA,NA,NA,108,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,95,NA,NA,NA,NA
719,"Diancie",NA,NA,NA,NA,50,50,50,50,NA,NA,100,100,100,100,NA,NA,150,150,150,150,NA,NA,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,100,100,100,100,NA,NA,150,150,150,150,NA
719,"Diancie",NA,"Mega","Mega Diancie",NA,50,50,50,50,NA,NA,160,160,160,160,NA,NA,110,110,110,110,NA,NA,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,NA,700,700,700,700,NA,NA,116.67,116.67,116.67,116.67,NA,NA,160,160,160,160,NA,NA,110,110,110,110,NA
720,"Hoopa","Hoopa Confined",NA,NA,NA,80,80,80,80,NA,NA,110,110,110,110,NA,NA,60,60,60,60,NA,NA,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,150,150,150,150,NA,NA,130,130,130,130,NA
720,"Hoopa","Hoopa Unbound",NA,NA,NA,80,80,80,80,NA,NA,160,160,160,160,NA,NA,60,60,60,60,NA,NA,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,680,NA,NA,113.33,113.33,113.33,113.33,NA,NA,170,170,170,170,NA,NA,130,130,130,130,NA
721,"Volcanion",NA,NA,NA,NA,80,80,80,80,NA,NA,110,110,110,110,NA,NA,120,120,120,120,NA,NA,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,130,130,130,130,NA,NA,90,90,90,90,NA
19,"Rattata","Alolan Rattata",NA,NA,NA,NA,30,30,30,NA,NA,NA,56,56,56,NA,NA,NA,35,35,35,NA,NA,NA,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,253,253,NA,NA,NA,42.17,42.17,42.17,NA,NA,NA,25,25,25,NA,NA,NA,35,35,35,NA
20,"Raticate","Alolan Raticate",NA,NA,NA,NA,75,75,75,NA,NA,NA,71,71,71,NA,NA,NA,70,70,70,NA,NA,NA,77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,413,413,NA,NA,NA,68.83,68.83,68.83,NA,NA,NA,40,40,40,NA,NA,NA,80,80,80,NA
25,"Pikachu","Partner Pikachu",NA,NA,NA,NA,45,45,45,NA,NA,NA,80,80,80,NA,NA,NA,50,50,50,NA,NA,NA,120,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,430,430,NA,NA,NA,71.67,71.67,71.67,NA,NA,NA,75,75,75,NA,NA,NA,60,60,60,NA
26,"Raichu","Alolan Raichu",NA,NA,NA,NA,60,60,60,NA,NA,NA,85,85,85,NA,NA,NA,50,50,50,NA,NA,NA,110,110,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,485,485,NA,NA,NA,80.83,80.83,80.83,NA,NA,NA,95,95,95,NA,NA,NA,85,85,85,NA
27,"Sandshrew","Alolan Sandshrew",NA,NA,NA,NA,50,50,50,NA,NA,NA,75,75,75,NA,NA,NA,90,90,90,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,300,NA,NA,NA,50,50,50,NA,NA,NA,10,10,10,NA,NA,NA,35,35,35,NA
28,"Sandslash","Alolan Sandslash",NA,NA,NA,NA,75,75,75,NA,NA,NA,100,100,100,NA,NA,NA,120,120,120,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,450,450,NA,NA,NA,75,75,75,NA,NA,NA,25,25,25,NA,NA,NA,65,65,65,NA
37,"Vulpix","Alolan Vulpix",NA,NA,NA,NA,38,38,38,NA,NA,NA,41,41,41,NA,NA,NA,40,40,40,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,299,NA,NA,NA,49.83,49.83,49.83,NA,NA,NA,50,50,50,NA,NA,NA,65,65,65,NA
