ndex,name,form,MegaOrPrimal,Mega,HP,Attack,Defense,Speed,Special,Total,Average,Gen,SpAttack,SpDefense
674,Pancham,NA,NA,NA,67,82,62,43,NA,348,58,VIII,46,48
675,Pangoro,NA,NA,NA,95,124,78,58,NA,495,82.5,VIII,69,71
676,Furfrou,NA,NA,NA,75,80,60,102,NA,472,78.67,VIII,65,90
677,Espurr,NA,NA,NA,62,48,54,68,NA,355,59.17,VIII,63,60
678,Meowstic,NA,NA,NA,74,48,76,104,NA,466,77.67,VIII,83,81
679,Honedge,NA,NA,NA,45,80,100,28,NA,325,54.17,VIII,35,37
680,Doublade,NA,NA,NA,59,110,150,35,NA,448,74.67,VIII,45,49
681,Aegislash,Shield Forme,NA,NA,60,50,140,60,NA,500,83.33,VIII,50,140
681,Aegislash,Blade Forme,NA,NA,60,140,50,60,NA,500,83.33,VIII,140,50
682,Spritzee,NA,NA,NA,78,52,60,23,NA,341,56.83,VIII,63,65
683,Aromatisse,NA,NA,NA,101,72,72,29,NA,462,77,VIII,99,89
684,Swirlix,NA,NA,NA,62,48,66,49,NA,341,56.83,VIII,59,57
685,Slurpuff,NA,NA,NA,82,80,86,72,NA,480,80,VIII,85,75
686,Inkay,NA,NA,NA,53,54,53,45,NA,288,48,VIII,37,46
687,Malamar,NA,NA,NA,86,92,88,73,NA,482,80.33,VIII,68,75
688,Binacle,NA,NA,NA,42,52,67,50,NA,306,51,VIII,39,56
689,Barbaracle,NA,NA,NA,72,105,115,68,NA,500,83.33,VIII,54,86
690,Skrelp,NA,NA,NA,50,60,60,30,NA,320,53.33,VIII,60,60
691,Dragalge,NA,NA,NA,65,75,90,44,NA,494,82.33,VIII,97,123
692,Clauncher,NA,NA,NA,50,53,62,44,NA,330,55,VIII,58,63
693,Clawitzer,NA,NA,NA,71,73,88,59,NA,500,83.33,VIII,120,89
694,Helioptile,NA,NA,NA,44,38,33,70,NA,289,48.17,VIII,61,43
695,Heliolisk,NA,NA,NA,62,55,52,109,NA,481,80.17,VIII,109,94
696,Tyrunt,NA,NA,NA,58,89,77,48,NA,362,60.33,VIII,45,45
697,Tyrantrum,NA,NA,NA,82,121,119,71,NA,521,86.83,VIII,69,59
698,Amaura,NA,NA,NA,77,59,50,46,NA,362,60.33,VIII,67,63
699,Aurorus,NA,NA,NA,123,77,72,58,NA,521,86.83,VIII,99,92
700,Sylveon,NA,NA,NA,95,65,65,60,NA,525,87.5,VIII,110,130
701,Hawlucha,NA,NA,NA,78,92,75,118,NA,500,83.33,VIII,74,63
702,Dedenne,NA,NA,NA,67,58,57,101,NA,431,71.83,VIII,81,67
703,Carbink,NA,NA,NA,50,50,150,50,NA,500,83.33,VIII,50,150
704,Goomy,NA,NA,NA,45,50,35,40,NA,300,50,VIII,55,75
705,Sliggoo,NA,NA,NA,68,75,53,60,NA,452,75.33,VIII,83,113
705,Sliggoo,Hisuian Sliggoo,NA,NA,58,75,83,40,NA,452,75.33,VIII,83,113
706,Goodra,NA,NA,NA,90,100,70,80,NA,600,100,VIII,110,150
706,Goodra,Hisuian Goodra,NA,NA,80,100,100,60,NA,600,100,VIII,110,150
707,Klefki,NA,NA,NA,57,80,91,75,NA,470,78.33,VIII,80,87
708,Phantump,NA,NA,NA,43,70,48,38,NA,309,51.5,VIII,50,60
709,Trevenant,NA,NA,NA,85,110,76,56,NA,474,79,VIII,65,82
710,Pumpkaboo,Small Size,NA,NA,44,66,70,56,NA,335,55.83,VIII,44,55
710,Pumpkaboo,Average Size,NA,NA,49,66,70,51,NA,335,55.83,VIII,44,55
710,Pumpkaboo,Large Size,NA,NA,54,66,70,46,NA,335,55.83,VIII,44,55
710,Pumpkaboo,Super Size,NA,NA,59,66,70,41,NA,335,55.83,VIII,44,55
711,Gourgeist,Small Size,NA,NA,55,85,122,99,NA,494,82.33,VIII,58,75
711,Gourgeist,Average Size,NA,NA,65,90,122,84,NA,494,82.33,VIII,58,75
711,Gourgeist,Large Size,NA,NA,75,95,122,69,NA,494,82.33,VIII,58,75
711,Gourgeist,Super Size,NA,NA,85,100,122,54,NA,494,82.33,VIII,58,75
712,Bergmite,NA,NA,NA,55,69,85,28,NA,304,50.67,VIII,32,35
713,Avalugg,NA,NA,NA,95,117,184,28,NA,514,85.67,VIII,44,46
713,Avalugg,Hisuian Avalugg,NA,NA,95,127,184,38,NA,514,85.67,VIII,34,36
714,Noibat,NA,NA,NA,40,30,35,55,NA,245,40.83,VIII,45,40
715,Noivern,NA,NA,NA,85,70,80,123,NA,535,89.17,VIII,97,80
716,Xerneas,NA,NA,NA,126,131,95,99,NA,680,113.33,VIII,131,98
717,Yveltal,NA,NA,NA,126,131,95,99,NA,680,113.33,VIII,131,98
718,Zygarde,50% Forme,NA,NA,108,100,121,95,NA,600,100,VIII,81,95
718,Zygarde,10% Forme,NA,NA,54,100,71,115,NA,486,81,VIII,61,85
718,Zygarde,Complete Forme,NA,NA,216,100,121,85,NA,708,118,VIII,91,95
719,Diancie,NA,NA,NA,50,100,150,50,NA,600,100,VIII,100,150
719,Diancie,NA,Mega,Mega Diancie,50,160,110,110,NA,700,116.67,VIII,160,110
720,Hoopa,Hoopa Confined,NA,NA,80,110,60,70,NA,600,100,VIII,150,130
720,Hoopa,Hoopa Unbound,NA,NA,80,160,60,80,NA,680,113.33,VIII,170,130
721,Volcanion,NA,NA,NA,80,110,120,70,NA,600,100,VIII,130,90
722,Rowlet,NA,NA,NA,68,55,55,42,NA,320,53.33,VIII,50,50
723,Dartrix,NA,NA,NA,78,75,75,52,NA,420,70,VIII,70,70
724,Decidueye,NA,NA,NA,78,107,75,70,NA,530,88.33,VIII,100,100
724,Decidueye,Hisuian Decidueye,NA,NA,88,112,80,60,NA,530,88.33,VIII,95,95
725,Litten,NA,NA,NA,45,65,40,70,NA,320,53.33,VIII,60,40
726,Torracat,NA,NA,NA,65,85,50,90,NA,420,70,VIII,80,50
727,Incineroar,NA,NA,NA,95,115,90,60,NA,530,88.33,VIII,80,90
728,Popplio,NA,NA,NA,50,54,54,40,NA,320,53.33,VIII,66,56
729,Brionne,NA,NA,NA,60,69,69,50,NA,420,70,VIII,91,81
730,Primarina,NA,NA,NA,80,74,74,60,NA,530,88.33,VIII,126,116
731,Pikipek,NA,NA,NA,35,75,30,65,NA,265,44.17,VIII,30,30
732,Trumbeak,NA,NA,NA,55,85,50,75,NA,355,59.17,VIII,40,50
733,Toucannon,NA,NA,NA,80,120,75,60,NA,485,80.83,VIII,75,75
734,Yungoos,NA,NA,NA,48,70,30,45,NA,253,42.17,VIII,30,30
735,Gumshoos,NA,NA,NA,88,110,60,45,NA,418,69.67,VIII,55,60
736,Grubbin,NA,NA,NA,47,62,45,46,NA,300,50,VIII,55,45
737,Charjabug,NA,NA,NA,57,82,95,36,NA,400,66.67,VIII,55,75
738,Vikavolt,NA,NA,NA,77,70,90,43,NA,500,83.33,VIII,145,75
739,Crabrawler,NA,NA,NA,47,82,57,63,NA,338,56.33,VIII,42,47
740,Crabominable,NA,NA,NA,97,132,77,43,NA,478,79.67,VIII,62,67
741,Oricorio,NA,NA,NA,75,70,70,93,NA,476,79.33,VIII,98,70
742,Cutiefly,NA,NA,NA,40,45,40,84,NA,304,50.67,VIII,55,40
743,Ribombee,NA,NA,NA,60,55,60,124,NA,464,77.33,VIII,95,70
744,Rockruff,NA,NA,NA,45,65,40,60,NA,280,46.67,VIII,30,40
745,Lycanroc,Midday Form,NA,NA,75,115,65,112,NA,487,81.17,VIII,55,65
745,Lycanroc,Midnight Form,NA,NA,85,115,75,82,NA,487,81.17,VIII,55,75
745,Lycanroc,Dusk Form,NA,NA,75,117,65,110,NA,487,81.17,VIII,55,65
746,Wishiwashi,Solo Form,NA,NA,45,20,20,40,NA,175,29.17,VIII,25,25
746,Wishiwashi,School Form,NA,NA,45,140,130,30,NA,620,103.33,VIII,140,135
747,Mareanie,NA,NA,NA,50,53,62,45,NA,305,50.83,VIII,43,52
748,Toxapex,NA,NA,NA,50,63,152,35,NA,495,82.5,VIII,53,142
749,Mudbray,NA,NA,NA,70,100,70,45,NA,385,64.17,VIII,45,55
750,Mudsdale,NA,NA,NA,100,125,100,35,NA,500,83.33,VIII,55,85
751,Dewpider,NA,NA,NA,38,40,52,27,NA,269,44.83,VIII,40,72
752,Araquanid,NA,NA,NA,68,70,92,42,NA,454,75.67,VIII,50,132
753,Fomantis,NA,NA,NA,40,55,35,35,NA,250,41.67,VIII,50,35
754,Lurantis,NA,NA,NA,70,105,90,45,NA,480,80,VIII,80,90
755,Morelull,NA,NA,NA,40,35,55,15,NA,285,47.5,VIII,65,75
756,Shiinotic,NA,NA,NA,60,45,80,30,NA,405,67.5,VIII,90,100
757,Salandit,NA,NA,NA,48,44,40,77,NA,320,53.33,VIII,71,40
758,Salazzle,NA,NA,NA,68,64,60,117,NA,480,80,VIII,111,60
759,Stufful,NA,NA,NA,70,75,50,50,NA,340,56.67,VIII,45,50
760,Bewear,NA,NA,NA,120,125,80,60,NA,500,83.33,VIII,55,60
761,Bounsweet,NA,NA,NA,42,30,38,32,NA,210,35,VIII,30,38
762,Steenee,NA,NA,NA,52,40,48,62,NA,290,48.33,VIII,40,48
763,Tsareena,NA,NA,NA,72,120,98,72,NA,510,85,VIII,50,98
764,Comfey,NA,NA,NA,51,52,90,100,NA,485,80.83,VIII,82,110
765,Oranguru,NA,NA,NA,90,60,80,60,NA,490,81.67,VIII,90,110
766,Passimian,NA,NA,NA,100,120,90,80,NA,490,81.67,VIII,40,60
767,Wimpod,NA,NA,NA,25,35,40,80,NA,230,38.33,VIII,20,30
768,Golisopod,NA,NA,NA,75,125,140,40,NA,530,88.33,VIII,60,90
769,Sandygast,NA,NA,NA,55,55,80,15,NA,320,53.33,VIII,70,45
770,Palossand,NA,NA,NA,85,75,110,35,NA,480,80,VIII,100,75
771,Pyukumuku,NA,NA,NA,55,60,130,5,NA,410,68.33,VIII,30,130
772,Type: Null,NA,NA,NA,95,95,95,59,NA,534,89,VIII,95,95
773,Silvally,NA,NA,NA,95,95,95,95,NA,570,95,VIII,95,95
774,Minior,Meteor Form,NA,NA,60,60,100,60,NA,440,73.33,VIII,60,100
774,Minior,Core,NA,NA,60,100,60,120,NA,500,83.33,VIII,100,60
775,Komala,NA,NA,NA,65,115,65,65,NA,480,80,VIII,75,95
776,Turtonator,NA,NA,NA,60,78,135,36,NA,485,80.83,VIII,91,85
777,Togedemaru,NA,NA,NA,65,98,63,96,NA,435,72.5,VIII,40,73
778,Mimikyu,NA,NA,NA,55,90,80,96,NA,476,79.33,VIII,50,105
779,Bruxish,NA,NA,NA,68,105,70,92,NA,475,79.17,VIII,70,70
780,Drampa,NA,NA,NA,78,60,85,36,NA,485,80.83,VIII,135,91
781,Dhelmise,NA,NA,NA,70,131,100,40,NA,517,86.17,VIII,86,90
782,Jangmo-o,NA,NA,NA,45,55,65,45,NA,300,50,VIII,45,45
783,Hakamo-o,NA,NA,NA,55,75,90,65,NA,420,70,VIII,65,70
784,Kommo-o,NA,NA,NA,75,110,125,85,NA,600,100,VIII,100,105
785,Tapu Koko,NA,NA,NA,70,115,85,130,NA,570,95,VIII,95,75
786,Tapu Lele,NA,NA,NA,70,85,75,95,NA,570,95,VIII,130,115
787,Tapu Bulu,NA,NA,NA,70,130,115,75,NA,570,95,VIII,85,95
788,Tapu Fini,NA,NA,NA,70,75,115,85,NA,570,95,VIII,95,130
789,Cosmog,NA,NA,NA,43,29,31,37,NA,200,33.33,VIII,29,31
790,Cosmoem,NA,NA,NA,43,29,131,37,NA,400,66.67,VIII,29,131
791,Solgaleo,NA,NA,NA,137,137,107,97,NA,680,113.33,VIII,113,89
792,Lunala,NA,NA,NA,137,113,89,97,NA,680,113.33,VIII,137,107
793,Nihilego,NA,NA,NA,109,53,47,103,NA,570,95,VIII,127,131
794,Buzzwole,NA,NA,NA,107,139,139,79,NA,570,95,VIII,53,53
795,Pheromosa,NA,NA,NA,71,137,37,151,NA,570,95,VIII,137,37
796,Xurkitree,NA,NA,NA,83,89,71,83,NA,570,95,VIII,173,71
797,Celesteela,NA,NA,NA,97,101,103,61,NA,570,95,VIII,107,101
798,Kartana,NA,NA,NA,59,181,131,109,NA,570,95,VIII,59,31
799,Guzzlord,NA,NA,NA,223,101,53,43,NA,570,95,VIII,97,53
800,Necrozma,NA,NA,NA,97,107,101,79,NA,600,100,VIII,127,89
800,Necrozma,Dusk Mane Necrozma,NA,NA,97,157,127,77,NA,680,113.33,VIII,113,109
800,Necrozma,Dawn Wings Necrozma,NA,NA,97,113,109,77,NA,680,113.33,VIII,157,127
800,Necrozma,Ultra Necrozma,NA,NA,97,167,97,129,NA,754,125.67,VIII,167,97
801,Magearna,NA,NA,NA,80,95,115,65,NA,600,100,VIII,130,115
802,Marshadow,NA,NA,NA,90,125,80,125,NA,600,100,VIII,90,90
803,Poipole,NA,NA,NA,67,73,67,73,NA,420,70,VIII,73,67
804,Naganadel,NA,NA,NA,73,73,73,121,NA,540,90,VIII,127,73
805,Stakataka,NA,NA,NA,61,131,211,13,NA,570,95,VIII,53,101
806,Blacephalon,NA,NA,NA,53,127,53,107,NA,570,95,VIII,151,79
807,Zeraora,NA,NA,NA,88,112,75,143,NA,600,100,VIII,102,80
808,Meltan,NA,NA,NA,46,65,65,34,NA,300,50,VIII,55,35
809,Melmetal,NA,NA,NA,135,143,143,34,NA,600,100,VIII,80,65
810,Grookey,NA,NA,NA,50,65,50,65,NA,310,51.67,VIII,40,40
811,Thwackey,NA,NA,NA,70,85,70,80,NA,420,70,VIII,55,60
812,Rillaboom,NA,NA,NA,100,125,90,85,NA,530,88.33,VIII,60,70
813,Scorbunny,NA,NA,NA,50,71,40,69,NA,310,51.67,VIII,40,40
814,Raboot,NA,NA,NA,65,86,60,94,NA,420,70,VIII,55,60
815,Cinderace,NA,NA,NA,80,116,75,119,NA,530,88.33,VIII,65,75
816,Sobble,NA,NA,NA,50,40,40,70,NA,310,51.67,VIII,70,40
817,Drizzile,NA,NA,NA,65,60,55,90,NA,420,70,VIII,95,55
818,Inteleon,NA,NA,NA,70,85,65,120,NA,530,88.33,VIII,125,65
819,Skwovet,NA,NA,NA,70,55,55,25,NA,275,45.83,VIII,35,35
820,Greedent,NA,NA,NA,120,95,95,20,NA,460,76.67,VIII,55,75
821,Rookidee,NA,NA,NA,38,47,35,57,NA,245,40.83,VIII,33,35
822,Corvisquire,NA,NA,NA,68,67,55,77,NA,365,60.83,VIII,43,55
823,Corviknight,NA,NA,NA,98,87,105,67,NA,495,82.5,VIII,53,85
824,Blipbug,NA,NA,NA,25,20,20,45,NA,180,30,VIII,25,45
825,Dottler,NA,NA,NA,50,35,80,30,NA,335,55.83,VIII,50,90
826,Orbeetle,NA,NA,NA,60,45,110,90,NA,505,84.17,VIII,80,120
827,Nickit,NA,NA,NA,40,28,28,50,NA,245,40.83,VIII,47,52
828,Thievul,NA,NA,NA,70,58,58,90,NA,455,75.83,VIII,87,92
829,Gossifleur,NA,NA,NA,40,40,60,10,NA,250,41.67,VIII,40,60
830,Eldegoss,NA,NA,NA,60,50,90,60,NA,460,76.67,VIII,80,120
831,Wooloo,NA,NA,NA,42,40,55,48,NA,270,45,VIII,40,45
832,Dubwool,NA,NA,NA,72,80,100,88,NA,490,81.67,VIII,60,90
833,Chewtle,NA,NA,NA,50,64,50,44,NA,284,47.33,VIII,38,38
834,Drednaw,NA,NA,NA,90,115,90,74,NA,485,80.83,VIII,48,68
835,Yamper,NA,NA,NA,59,45,50,26,NA,270,45,VIII,40,50
836,Boltund,NA,NA,NA,69,90,60,121,NA,490,81.67,VIII,90,60
837,Rolycoly,NA,NA,NA,30,40,50,30,NA,240,40,VIII,40,50
838,Carkol,NA,NA,NA,80,60,90,50,NA,410,68.33,VIII,60,70
839,Coalossal,NA,NA,NA,110,80,120,30,NA,510,85,VIII,80,90
840,Applin,NA,NA,NA,40,40,80,20,NA,260,43.33,VIII,40,40
841,Flapple,NA,NA,NA,70,110,80,70,NA,485,80.83,VIII,95,60
842,Appletun,NA,NA,NA,110,85,80,30,NA,485,80.83,VIII,100,80
843,Silicobra,NA,NA,NA,52,57,75,46,NA,315,52.5,VIII,35,50
844,Sandaconda,NA,NA,NA,72,107,125,71,NA,510,85,VIII,65,70
845,Cramorant,NA,NA,NA,70,85,55,85,NA,475,79.17,VIII,85,95
846,Arrokuda,NA,NA,NA,41,63,40,66,NA,280,46.67,VIII,40,30
847,Barraskewda,NA,NA,NA,61,123,60,136,NA,490,81.67,VIII,60,50
848,Toxel,NA,NA,NA,40,38,35,40,NA,242,40.33,VIII,54,35
849,Toxtricity,NA,NA,NA,75,98,70,75,NA,502,83.67,VIII,114,70
850,Sizzlipede,NA,NA,NA,50,65,45,45,NA,305,50.83,VIII,50,50
851,Centiskorch,NA,NA,NA,100,115,65,65,NA,525,87.5,VIII,90,90
852,Clobbopus,NA,NA,NA,50,68,60,32,NA,310,51.67,VIII,50,50
853,Grapploct,NA,NA,NA,80,118,90,42,NA,480,80,VIII,70,80
854,Sinistea,NA,NA,NA,40,45,45,50,NA,308,51.33,VIII,74,54
855,Polteageist,NA,NA,NA,60,65,65,70,NA,508,84.67,VIII,134,114
856,Hatenna,NA,NA,NA,42,30,45,39,NA,265,44.17,VIII,56,53
857,Hattrem,NA,NA,NA,57,40,65,49,NA,370,61.67,VIII,86,73
858,Hatterene,NA,NA,NA,57,90,95,29,NA,510,85,VIII,136,103
859,Impidimp,NA,NA,NA,45,45,30,50,NA,265,44.17,VIII,55,40
860,Morgrem,NA,NA,NA,65,60,45,70,NA,370,61.67,VIII,75,55
861,Grimmsnarl,NA,NA,NA,95,120,65,60,NA,510,85,VIII,95,75
862,Obstagoon,NA,NA,NA,93,90,101,95,NA,520,86.67,VIII,60,81
863,Perrserker,NA,NA,NA,70,110,100,50,NA,440,73.33,VIII,50,60
864,Cursola,NA,NA,NA,60,95,50,30,NA,510,85,VIII,145,130
865,Sirfetch'd,NA,NA,NA,62,135,95,65,NA,507,84.5,VIII,68,82
866,Mr. Rime,NA,NA,NA,80,85,75,70,NA,520,86.67,VIII,110,100
867,Runerigus,NA,NA,NA,58,95,145,30,NA,483,80.5,VIII,50,105
868,Milcery,NA,NA,NA,45,40,40,34,NA,270,45,VIII,50,61
869,Alcremie,NA,NA,NA,65,60,75,64,NA,495,82.5,VIII,110,121
870,Falinks,NA,NA,NA,65,100,100,75,NA,470,78.33,VIII,70,60
871,Pincurchin,NA,NA,NA,48,101,95,15,NA,435,72.5,VIII,91,85
872,Snom,NA,NA,NA,30,25,35,20,NA,185,30.83,VIII,45,30
873,Frosmoth,NA,NA,NA,70,65,60,65,NA,475,79.17,VIII,125,90
874,Stonjourner,NA,NA,NA,100,125,135,70,NA,470,78.33,VIII,20,20
875,Eiscue,Ice Face,NA,NA,75,80,110,50,NA,470,78.33,VIII,65,90
875,Eiscue,Noice Face,NA,NA,75,80,70,130,NA,470,78.33,VIII,65,50
876,Indeedee,Male,NA,NA,60,65,55,95,NA,475,79.17,VIII,105,95
876,Indeedee,Female,NA,NA,70,55,65,85,NA,475,79.17,VIII,95,105
877,Morpeko,NA,NA,NA,58,95,58,97,NA,436,72.67,VIII,70,58
878,Cufant,NA,NA,NA,72,80,49,40,NA,330,55,VIII,40,49
879,Copperajah,NA,NA,NA,122,130,69,30,NA,500,83.33,VIII,80,69
880,Dracozolt,NA,NA,NA,90,100,90,75,NA,505,84.17,VIII,80,70
881,Arctozolt,NA,NA,NA,90,100,90,55,NA,505,84.17,VIII,90,80
882,Dracovish,NA,NA,NA,90,90,100,75,NA,505,84.17,VIII,70,80
883,Arctovish,NA,NA,NA,90,90,100,55,NA,505,84.17,VIII,80,90
884,Duraludon,NA,NA,NA,70,95,115,85,NA,535,89.17,VIII,120,50
885,Dreepy,NA,NA,NA,28,60,30,82,NA,270,45,VIII,40,30
886,Drakloak,NA,NA,NA,68,80,50,102,NA,410,68.33,VIII,60,50
887,Dragapult,NA,NA,NA,88,120,75,142,NA,600,100,VIII,100,75
888,Zacian,Hero of Many Battles,NA,NA,92,130,115,138,NA,670,111.67,VIII,80,115
888,Zacian,Crowned Sword,NA,NA,92,170,115,148,NA,720,120,VIII,80,115
889,Zamazenta,Hero of Many Battles,NA,NA,92,130,115,138,NA,670,111.67,VIII,80,115
889,Zamazenta,Crowned Shield,NA,NA,92,130,145,128,NA,720,120,VIII,80,145
890,Eternatus,NA,NA,NA,140,85,95,130,NA,690,115,VIII,145,95
890,Eternatus,Eternamax Eternatus,NA,NA,255,115,250,130,NA,1125,187.5,VIII,125,250
891,Kubfu,NA,NA,NA,60,90,60,72,NA,385,64.17,VIII,53,50
892,Urshifu,NA,NA,NA,100,130,100,97,NA,550,91.67,VIII,63,60
893,Zarude,NA,NA,NA,105,120,105,105,NA,600,100,VIII,70,95
894,Regieleki,NA,NA,NA,80,100,50,200,NA,580,96.67,VIII,100,50
895,Regidrago,NA,NA,NA,200,100,50,80,NA,580,96.67,VIII,100,50
896,Glastrier,NA,NA,NA,100,145,130,30,NA,580,96.67,VIII,65,110
897,Spectrier,NA,NA,NA,100,65,60,130,NA,580,96.67,VIII,145,80
898,Calyrex,NA,NA,NA,100,80,80,80,NA,500,83.33,VIII,80,80
898,Calyrex,Ice Rider Calyrex,NA,NA,100,165,150,50,NA,680,113.33,VIII,85,130
898,Calyrex,Shadow Rider Calyrex,NA,NA,100,85,80,150,NA,680,113.33,VIII,165,100
899,Wyrdeer,NA,NA,NA,103,105,72,65,NA,525,87.5,VIII,105,75
900,Kleavor,NA,NA,NA,70,135,95,85,NA,500,83.33,VIII,45,70
901,Ursaluna,NA,NA,NA,130,140,105,50,NA,550,91.67,VIII,45,80
902,Basculegion,Male,NA,NA,120,112,65,78,NA,530,88.33,VIII,80,75
902,Basculegion,Female,NA,NA,120,92,65,78,NA,530,88.33,VIII,100,75
903,Sneasler,NA,NA,NA,80,130,60,120,NA,510,85,VIII,40,80
904,Overqwil,NA,NA,NA,85,115,95,85,NA,510,85,VIII,65,65
905,Enamorus,Incarnate Forme,NA,NA,74,115,70,106,NA,580,96.67,VIII,135,80
905,Enamorus,Therian Forme,NA,NA,74,115,110,46,NA,580,96.67,VIII,135,100
1,Bulbasaur,NA,NA,NA,45,49,49,45,NA,318,53,IX,65,65
2,Ivysaur,NA,NA,NA,60,62,63,60,NA,405,67.5,IX,80,80
3,Venusaur,NA,NA,NA,80,82,83,80,NA,525,87.5,IX,100,100
3,Venusaur,NA,Mega,Mega Venusaur,80,100,123,80,NA,625,104.17,IX,122,120
4,Charmander,NA,NA,NA,39,52,43,65,NA,309,51.5,IX,60,50
5,Charmeleon,NA,NA,NA,58,64,58,80,NA,405,67.5,IX,80,65
6,Charizard,NA,NA,NA,78,84,78,100,NA,534,89,IX,109,85
6,Charizard,NA,Mega,Mega Charizard X,78,130,111,100,NA,634,105.67,IX,130,85
6,Charizard,NA,Mega,Mega Charizard Y,78,104,78,100,NA,634,105.67,IX,159,115
7,Squirtle,NA,NA,NA,44,48,65,43,NA,314,52.33,IX,50,64
8,Wartortle,NA,NA,NA,59,63,80,58,NA,405,67.5,IX,65,80
9,Blastoise,NA,NA,NA,79,83,100,78,NA,530,88.33,IX,85,105
9,Blastoise,NA,Mega,Mega Blastoise,79,103,120,78,NA,630,105,IX,135,115
10,Caterpie,NA,NA,NA,45,30,35,45,NA,195,32.5,IX,20,20
11,Metapod,NA,NA,NA,50,20,55,30,NA,205,34.17,IX,25,25
12,Butterfree,NA,NA,NA,60,45,50,70,NA,395,65.83,IX,90,80
13,Weedle,NA,NA,NA,40,35,30,50,NA,195,32.5,IX,20,20
14,Kakuna,NA,NA,NA,45,25,50,35,NA,205,34.17,IX,25,25
15,Beedrill,NA,NA,NA,65,90,40,75,NA,395,65.83,IX,45,80
15,Beedrill,NA,Mega,Mega Beedrill,65,150,40,145,NA,495,82.5,IX,15,80
16,Pidgey,NA,NA,NA,40,45,40,56,NA,251,41.83,IX,35,35
17,Pidgeotto,NA,NA,NA,63,60,55,71,NA,349,58.17,IX,50,50
18,Pidgeot,NA,NA,NA,83,80,75,101,NA,479,79.83,IX,70,70
18,Pidgeot,NA,Mega,Mega Pidgeot,83,80,80,121,NA,579,96.5,IX,135,80
19,Rattata,NA,NA,NA,30,56,35,72,NA,253,42.17,IX,25,35
19,Rattata,Alolan Rattata,NA,NA,30,56,35,72,NA,253,42.17,IX,25,35
20,Raticate,NA,NA,NA,55,81,60,97,NA,413,68.83,IX,50,70
20,Raticate,Alolan Raticate,NA,NA,75,71,70,77,NA,413,68.83,IX,40,80
21,Spearow,NA,NA,NA,40,60,30,70,NA,262,43.67,IX,31,31
22,Fearow,NA,NA,NA,65,90,65,100,NA,442,73.67,IX,61,61
23,Ekans,NA,NA,NA,35,60,44,55,NA,288,48,IX,40,54
24,Arbok,NA,NA,NA,60,95,69,80,NA,448,74.67,IX,65,79
25,Pikachu,NA,NA,NA,35,55,40,90,NA,320,53.33,IX,50,50
25,Pikachu,Partner Pikachu,NA,NA,45,80,50,120,NA,430,71.67,IX,75,60
26,Raichu,NA,NA,NA,60,90,55,110,NA,485,80.83,IX,90,80
26,Raichu,Alolan Raichu,NA,NA,60,85,50,110,NA,485,80.83,IX,95,85
27,Sandshrew,NA,NA,NA,50,75,85,40,NA,300,50,IX,20,30
27,Sandshrew,Alolan Sandshrew,NA,NA,50,75,90,40,NA,300,50,IX,10,35
28,Sandslash,NA,NA,NA,75,100,110,65,NA,450,75,IX,45,55
28,Sandslash,Alolan Sandslash,NA,NA,75,100,120,65,NA,450,75,IX,25,65
29,Nidoran♀,NA,NA,NA,55,47,52,41,NA,275,45.83,IX,40,40
30,Nidorina,NA,NA,NA,70,62,67,56,NA,365,60.83,IX,55,55
31,Nidoqueen,NA,NA,NA,90,92,87,76,NA,505,84.17,IX,75,85
32,Nidoran♂,NA,NA,NA,46,57,40,50,NA,273,45.5,IX,40,40
33,Nidorino,NA,NA,NA,61,72,57,65,NA,365,60.83,IX,55,55
34,Nidoking,NA,NA,NA,81,102,77,85,NA,505,84.17,IX,85,75
35,Clefairy,NA,NA,NA,70,45,48,35,NA,323,53.83,IX,60,65
36,Clefable,NA,NA,NA,95,70,73,60,NA,483,80.5,IX,95,90
37,Vulpix,NA,NA,NA,38,41,40,65,NA,299,49.83,IX,50,65
37,Vulpix,Alolan Vulpix,NA,NA,38,41,40,65,NA,299,49.83,IX,50,65
38,Ninetales,NA,NA,NA,73,76,75,100,NA,505,84.17,IX,81,100
38,Ninetales,Alolan Ninetales,NA,NA,73,67,75,109,NA,505,84.17,IX,81,100
39,Jigglypuff,NA,NA,NA,115,45,20,20,NA,270,45,IX,45,25
40,Wigglytuff,NA,NA,NA,140,70,45,45,NA,435,72.5,IX,85,50
41,Zubat,NA,NA,NA,40,45,35,55,NA,245,40.83,IX,30,40
42,Golbat,NA,NA,NA,75,80,70,90,NA,455,75.83,IX,65,75
43,Oddish,NA,NA,NA,45,50,55,30,NA,320,53.33,IX,75,65
44,Gloom,NA,NA,NA,60,65,70,40,NA,395,65.83,IX,85,75
45,Vileplume,NA,NA,NA,75,80,85,50,NA,490,81.67,IX,110,90
46,Paras,NA,NA,NA,35,70,55,25,NA,285,47.5,IX,45,55
47,Parasect,NA,NA,NA,60,95,80,30,NA,405,67.5,IX,60,80
48,Venonat,NA,NA,NA,60,55,50,45,NA,305,50.83,IX,40,55
49,Venomoth,NA,NA,NA,70,65,60,90,NA,450,75,IX,90,75
50,Diglett,NA,NA,NA,10,55,25,95,NA,265,44.17,IX,35,45
50,Diglett,Alolan Diglett,NA,NA,10,55,30,90,NA,265,44.17,IX,35,45
51,Dugtrio,NA,NA,NA,35,100,50,120,NA,425,70.83,IX,50,70
